construction,trades_full,net_full,win_full,avg_full,max_dd,avg_mfe,avg_hold,trades_recent,net_recent,win_recent,avg_recent
tc15_only,18,0.016635797829624245,0.4444444444444444,0.0009242109905346803,-0.09830718333810326,0.019416556836279453,6.0,9,0.03817782723154122,0.5555555555555556,0.00424198080350458
