construction,trades_full,net_full,win_full,avg_full,max_dd,avg_mfe,avg_hold,trades_recent,net_recent,win_recent,avg_recent
tc15_or_tc30,24,0.0015729204301784226,0.4166666666666667,6.553835125743428e-05,-0.12840062553309237,0.018189934070999374,5.541666666666667,13,0.05675343483104341,0.5384615384615384,0.004365648833157185
baseline_mb60,6,-3.348968641912753e-05,0.5,-5.581614403187922e-06,-0.03792955501812262,0.020247197216094217,6.666666666666667,5,-0.0034201019300628757,0.4,-0.0006840203860125751
