pair,interval,strategy,trades_full,net_full,avg_full,win_full,pf_full,dd_full,mfe_full,sharpe_full,bars_full,trades_recent,net_recent,avg_recent,win_recent,pf_recent,dd_recent,mfe_recent,sharpe_recent,score,verdict
GIGAUSD,60,momentum_breakout_trail,35,0.03461880047674104,0.000989108585049744,0.42857142857142855,1.1017912654270698,-0.12576280715786742,0.019217888756525716,0.18413997453679018,2.0173472932069667,21,-0.047815609959425354,-0.0022769338075916837,0.47619047619047616,0.7490328852616621,-0.12576280715786758,0.014794248340791112,-0.5360816843765763,-0.03526321471702909,KILL
DOGUSD,60,atr_squeeze_expand,1,-0.015062799999999932,-0.015062799999999932,0.0,0.0,0.0,0.005234503727380213,0.0,1.9993053143452588,1,-0.015062799999999932,-0.015062799999999932,0.0,0.0,0.0,0.005234503727380213,0.0,-0.03765699999999983,KILL
DOGUSD,60,macd_trend_long,1,-0.015062800000000043,-0.015062800000000043,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.015062800000000043,-0.015062800000000043,0.0,0.0,0.0,0.0,0.0,-0.03765700000000011,KILL
SOLUSD,30,deep_vwap_pullback,1,-0.015062800000000043,-0.015062800000000043,0.0,0.0,0.0,0.0,0.0,1.0,1,-0.015062800000000043,-0.015062800000000043,0.0,0.0,0.0,0.0,0.0,-0.03765700000000011,KILL
HYPEUSD,15,vwap_reclaim_trend,2,-0.009615562455256854,-0.004807781227628427,0.0,0.0,-0.0015678116724142448,0.006629652397062036,-1.4838970384432002,4.987260064549006,2,-0.009615562455256854,-0.004807781227628427,0.0,0.0,-0.0015678116724142448,0.006629652397062036,-1.4838970384432002,-0.038877876522574135,KILL
COQUSD,15,bb_lower_bounce,10,-0.014161038783331081,-0.0014161038783331082,0.4,0.8074319422813802,-0.03550758683990045,0.015581711269447695,-0.3191447455583084,1.5325983158260266,8,-0.015936238783330947,-0.0019920298479163684,0.375,0.736455352806875,-0.035507586839900435,0.01591609340216224,-0.40287195928982467,-0.04125684441391059,KILL
DOGUSD,30,deep_vwap_pullback,9,-0.024909300000000134,-0.002767700000000015,0.3333333333333333,0.7243839126855541,-0.04451115373620031,0.022830129905354997,-0.45021187302259097,1.3222202928749203,3,-0.008303100000000008,-0.0027677000000000027,0.3333333333333333,0.724383912685555,-0.01506279999999997,0.0101858717556087,-0.22510593651129465,-0.04186606873022605,KILL
DOGUSD,30,breakout_asymmetric,2,-0.026137999999999995,-0.013068999999999997,0.0,0.0,-0.013068999999999983,0.016208820545209224,0.0,0.0,1,-0.013068999999999997,-0.013068999999999997,0.0,0.0,0.0,0.02668585211412111,0.0,-0.04574149999999999,KILL
COQUSD,60,breakout_asymmetric,2,-0.026137999999999995,-0.013068999999999997,0.0,0.0,-0.013068999999999983,0.012784085965949044,0.0,1.812434873219868,1,-0.013068999999999997,-0.013068999999999997,0.0,0.0,0.0,0.025568171931898087,0.0,-0.04574149999999999,KILL
GIGAUSD,60,breakout_asymmetric,4,0.0024271248207903273,0.0006067812051975818,0.25,1.0619053949751402,-0.03869683588600727,0.01562747757925881,0.04436903428719453,2.1468391802709275,3,-0.03920699999999999,-0.013068999999999997,0.0,0.0,-0.025967201238999968,0.004119460632252918,0.0,-0.05593968483633772,KILL
