label,cost_model,trades_full,net_full,win_full,avg_full,max_dd,avg_mfe,avg_hold,trades_recent,net_recent,win_recent,avg_recent
union_strongtrend_t008_vwap_003_score43__hold8_t35_s12,taker_like,5,0.023220816251628015,0.6,0.004644163250325603,-0.018162799999999923,0.02209331503234674,4.4,4,0.041383616251627904,0.75,0.010345904062906976
union_strongtrend_t008_vwap_0025__hold8_t35_s12,taker_like,7,0.017369376162494135,0.5714285714285714,0.0024813394517848764,-0.031913382722853184,0.01927088435514746,5.428571428571429,3,0.05954641625162786,1.0,0.01984880541720929
union_strongtrend_t008_vwap_003_score43__hold12_t35_s12,taker_like,5,0.014523181958012027,0.4,0.0029046363916024054,-0.024578338346534844,0.023287218721330053,5.2,4,0.032685981958011916,0.5,0.008171495489502979
union_strongtrend_t009_vwap_003__shared_default,taker_like,9,0.012284011289125138,0.3333333333333333,0.0013648901432361264,-0.03248058262065244,0.018844420760328412,7.555555555555555,5,0.050211759629611066,0.6,0.010042351925922214
union_strongtrend_t008_vwap_003__shared_default,taker_like,9,0.011805004230310306,0.3333333333333333,0.001311667136701145,-0.03248058262065244,0.01901195587281285,7.555555555555555,5,0.049732752570796235,0.6,0.009946550514159247
union_strongtrend_t008_vwap_0025__hold12_t35_s12,taker_like,7,0.001992662883538561,0.2857142857142857,0.0002846661262197944,-0.043093058252140305,0.020123672704421253,6.714285714285714,3,0.050848781958011874,0.6666666666666666,0.016949593986003958
union_strongtrend_t008_vwap_003_score43__hold8_t30_s10,taker_like,6,0.0010704162516278135,0.5,0.00017840270860463558,-0.016169000000000135,0.01577383518099572,3.1666666666666665,5,0.017239416251627813,0.6,0.0034478832503255625
union_strongtrend_t008_vwap_0025__hold8_t30_s10,taker_like,8,-0.0047810238375062195,0.5,-0.0005976279796882774,-0.02797763679626649,0.014884078301284102,4.375,4,0.0334084162516278,0.75,0.00835210406290695
union_strongtrend_t008__shared_default,taker_like,16,-0.009840443867422829,0.375,-0.0006150277417139268,-0.04717523847024415,0.018586976530341213,7.75,8,0.002076505456630205,0.375,0.00025956318207877565
union_strongtrend_t008__hold8_t30_s10,taker_like,17,-0.010866629985404561,0.5294117647058824,-0.0006392135285532095,-0.03405174988742516,0.014663152852466962,4.352941176470588,9,-0.007560583748372096,0.4444444444444444,-0.0008400648609302329
union_strongtrend_t008_vwap_003__hold8_t35_s12,taker_like,9,-0.018956223837505736,0.4444444444444444,-0.002106247093056193,-0.0474402117162473,0.01561182284638566,4.777777777777778,5,0.02322081625162799,0.6,0.0046441632503255986
union_strongtrend_t009_vwap_003__hold8_t35_s12,taker_like,9,-0.018956223837505757,0.4444444444444444,-0.002106247093056195,-0.04744021171624741,0.01561182284638566,4.666666666666667,5,0.02322081625162797,0.6,0.004644163250325594
union_strongtrend_t008_vwap_003_close075__shared_default,taker_like,8,-0.026855495769689652,0.25,-0.0033569369712112065,-0.03248058262065244,0.015484308723489467,8.375,4,0.01107225257079629,0.5,0.0027680631426990725
union_strongtrend_t008_vwap_003__hold12_t35_s12,taker_like,9,-0.03433293711646132,0.2222222222222222,-0.0038147707907179246,-0.06047316765371831,0.016275102673598614,5.777777777777778,5,0.014523181958012003,0.4,0.0029046363916024006
union_strongtrend_t009_vwap_003__hold12_t35_s12,taker_like,9,-0.03433293711646135,0.2222222222222222,-0.0038147707907179276,-0.06047316765371842,0.016275102673598614,5.666666666666667,5,0.014523181958011975,0.4,0.002904636391602395
union_strongtrend_t008_vwap_003__hold8_t30_s10,taker_like,10,-0.03711902383750623,0.4,-0.0037119023837506233,-0.0416253790212841,0.012468284154171156,4.0,6,0.0010704162516277822,0.5,0.00017840270860463038
union_strongtrend_t009_vwap_003__hold8_t30_s10,taker_like,10,-0.03711902383750634,0.4,-0.003711902383750634,-0.041625379021284215,0.012468284154171156,3.9,6,0.0010704162516276781,0.5,0.00017840270860461303
union_strongtrend_t008__hold8_t35_s12,taker_like,16,-0.04198080127876756,0.5,-0.0026238000799229727,-0.052280761800908855,0.01656857266048111,5.3125,8,-0.018454030862538218,0.375,-0.002306753857817277
union_strongtrend_t008_vwap_003_close075__hold8_t35_s12,taker_like,8,-0.04764772383750561,0.375,-0.005955965479688201,-0.0474402117162473,0.011659159068758878,5.25,4,-0.005470683748371886,0.5,-0.0013676709370929714
union_strongtrend_t008__hold12_t35_s12,taker_like,16,-0.04999698521419461,0.3125,-0.003124811575887163,-0.05901804219825943,0.017047496605783204,6.6875,8,-0.027151665156154213,0.25,-0.0033939581445192766
union_strongtrend_t008_vwap_003_close075__hold8_t30_s10,taker_like,9,-0.06082602383750607,0.3333333333333333,-0.00675844709305623,-0.057121338267889024,0.008605523163812405,4.333333333333333,5,-0.022636583748372057,0.4,-0.004527316749674411
union_strongtrend_t008_vwap_003_close075__hold12_t35_s12,taker_like,8,-0.06302443711646119,0.125,-0.007878054639557649,-0.06047316765371831,0.012405348874373447,6.375,4,-0.014168318041987874,0.25,-0.0035420795104969685
union_base__shared_default,taker_like,35,-0.18921052033123759,0.2571428571428571,-0.005406014866606788,-0.18624640728255998,0.011777955117241636,6.514285714285714,12,-0.010808800241939422,0.3333333333333333,-0.0009007333534949519
union_base__hold12_t35_s12,taker_like,35,-0.197045107114055,0.2571428571428571,-0.005629860203258715,-0.18105054836150697,0.01145283173190089,6.228571428571429,12,-0.022668516290769658,0.3333333333333333,-0.0018890430242308048
union_base__hold8_t30_s10,taker_like,37,-0.2320900895287901,0.2972972972972973,-0.006272705122399733,-0.20208170709214254,0.009153064514907614,4.1891891891891895,13,-0.031791473053963584,0.46153846153846156,-0.002445497927227968
union_base__hold8_t35_s12,taker_like,36,-0.2669212949527996,0.2777777777777778,-0.007414480415355544,-0.23704144259692134,0.010204322117067888,4.972222222222222,12,-0.03470418576274076,0.4166666666666667,-0.0028920154802283965
