label,cost_model,trades_full,net_full,win_full,avg_full,max_dd,avg_mfe,avg_hold,trades_recent,net_recent,win_recent,avg_recent,branch,mask,exit
giga5_union::score_43__hold8_t35_s12,maker_optimistic,21,0.027454981680931023,0.47619047619047616,0.0013073800800443344,-0.04767621725644228,0.015050961577746904,4.571428571428571,10,0.06938670872435151,0.6,0.006938670872435151,giga5_union,score_43,hold8_t35_s12
giga5_union::base__hold8_t35_s12,maker_optimistic,36,0.02655078842402995,0.4444444444444444,0.0007375219006674986,-0.05790733567331338,0.012619805611297889,5.166666666666667,12,0.05311067129053713,0.5,0.0044258892742114276,giga5_union,base,hold8_t35_s12
coq3_momaccel::vwap_003__hold12_t35_s12,maker_optimistic,2,0.02179309999999996,0.5,0.01089654999999998,-0.012596399999999853,0.019862239690240358,4.5,2,0.02179309999999996,0.5,0.01089654999999998,coq3_momaccel,vwap_003,hold12_t35_s12
coq3_momaccel::vwap_003__hold8_t35_s12,maker_optimistic,2,0.02179309999999996,0.5,0.01089654999999998,-0.012596399999999853,0.019862239690240358,4.5,2,0.02179309999999996,0.5,0.01089654999999998,coq3_momaccel,vwap_003,hold8_t35_s12
coq3_momaccel::vwap_0025__hold12_t35_s12,maker_optimistic,2,0.02179309999999996,0.5,0.01089654999999998,-0.012596399999999853,0.019862239690240358,4.5,2,0.02179309999999996,0.5,0.01089654999999998,coq3_momaccel,vwap_0025,hold12_t35_s12
coq3_momaccel::vwap_0025__hold8_t35_s12,maker_optimistic,2,0.02179309999999996,0.5,0.01089654999999998,-0.012596399999999853,0.019862239690240358,4.5,2,0.02179309999999996,0.5,0.01089654999999998,coq3_momaccel,vwap_0025,hold8_t35_s12
coq3_momaccel::vwap_003__hold8_t30_s10,maker_optimistic,2,0.018794000000000186,0.5,0.009397000000000093,-0.010596999999999893,0.019862239690240358,4.5,2,0.018794000000000186,0.5,0.009397000000000093,coq3_momaccel,vwap_003,hold8_t30_s10
coq3_momaccel::vwap_0025__hold8_t30_s10,maker_optimistic,2,0.018794000000000186,0.5,0.009397000000000093,-0.010596999999999893,0.019862239690240358,4.5,2,0.018794000000000186,0.5,0.009397000000000093,coq3_momaccel,vwap_0025,hold8_t30_s10
coq3_momaccel::score_43__shared_default,maker_optimistic,6,0.018590843724432343,0.5,0.003098473954072057,-0.015595499999999981,0.03659316638626235,4.5,4,-0.010200156275567591,0.5,-0.002550039068891898,coq3_momaccel,score_43,shared_default
giga5_union::close_075__hold12_t35_s12,maker_optimistic,30,0.017719215717750765,0.43333333333333335,0.0005906405239250255,-0.04098758038039189,0.012897116488263584,6.366666666666666,9,0.03845220317701788,0.5555555555555556,0.004272467019668653,giga5_union,close_075,hold12_t35_s12
giga5_union::close_075__shared_default,maker_optimistic,30,0.009033153492924455,0.43333333333333335,0.00030110511643081516,-0.04686855623112947,0.012897116488263584,6.7,9,0.03945190317701769,0.5555555555555556,0.00438354479744641,giga5_union,close_075,shared_default
coq3_momaccel::vwap_003__shared_default,maker_optimistic,2,0.0035108709913415827,0.5,0.0017554354956707914,-0.015595499999999967,0.02077188490404656,6.5,2,0.0035108709913415827,0.5,0.0017554354956707914,coq3_momaccel,vwap_003,shared_default
coq3_momaccel::vwap_0025__shared_default,maker_optimistic,2,0.0035108709913415827,0.5,0.0017554354956707914,-0.015595499999999967,0.02077188490404656,6.5,2,0.0035108709913415827,0.5,0.0017554354956707914,coq3_momaccel,vwap_0025,shared_default
coq3_momaccel::trend_t008__vwap_003__shared_default,maker_optimistic,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_003__shared_default
coq3_momaccel::trend_t008__vwap_003__hold12_t35_s12,maker_optimistic,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_003__hold12_t35_s12
coq3_momaccel::trend_t008__vwap_003__hold8_t35_s12,maker_optimistic,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_003__hold8_t35_s12
coq3_momaccel::trend_t008__vwap_003__hold8_t30_s10,maker_optimistic,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_003__hold8_t30_s10
coq3_momaccel::trend_t008__vwap_0025__shared_default,maker_optimistic,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_0025__shared_default
coq3_momaccel::trend_t008__vwap_0025__hold12_t35_s12,maker_optimistic,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_0025__hold12_t35_s12
coq3_momaccel::trend_t008__vwap_0025__hold8_t35_s12,maker_optimistic,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_0025__hold8_t35_s12
coq3_momaccel::trend_t008__vwap_0025__hold8_t30_s10,maker_optimistic,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_0025__hold8_t30_s10
coq3_momaccel::trend_t009__vwap_003__shared_default,maker_optimistic,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t009,vwap_003__shared_default
coq3_momaccel::trend_t009__vwap_003__hold12_t35_s12,maker_optimistic,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t009,vwap_003__hold12_t35_s12
coq3_momaccel::trend_t009__vwap_003__hold8_t35_s12,maker_optimistic,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t009,vwap_003__hold8_t35_s12
coq3_momaccel::trend_t009__vwap_003__hold8_t30_s10,maker_optimistic,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t009,vwap_003__hold8_t30_s10
coq3_momaccel::trend_t008__vwap_003__score_43__shared_default,maker_optimistic,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_003__score_43__shared_default
coq3_momaccel::trend_t008__vwap_003__score_43__hold12_t35_s12,maker_optimistic,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_003__score_43__hold12_t35_s12
coq3_momaccel::trend_t008__vwap_003__score_43__hold8_t35_s12,maker_optimistic,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_003__score_43__hold8_t35_s12
coq3_momaccel::trend_t008__vwap_003__score_43__hold8_t30_s10,maker_optimistic,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_003__score_43__hold8_t30_s10
coq3_momaccel::trend_t008__vwap_003__close_075__shared_default,maker_optimistic,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_003__close_075__shared_default
coq3_momaccel::trend_t008__vwap_003__close_075__hold12_t35_s12,maker_optimistic,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_003__close_075__hold12_t35_s12
coq3_momaccel::trend_t008__vwap_003__close_075__hold8_t35_s12,maker_optimistic,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_003__close_075__hold8_t35_s12
coq3_momaccel::trend_t008__vwap_003__close_075__hold8_t30_s10,maker_optimistic,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_003__close_075__hold8_t30_s10
giga5_union::close_075__hold8_t35_s12,maker_optimistic,30,-0.007969647825507653,0.43333333333333335,-0.00026565492751692176,-0.05262713663847736,0.011576658405110194,5.1,9,0.026348944643774436,0.5555555555555556,0.002927660515974937,giga5_union,close_075,hold8_t35_s12
baseline_tc15_tighter_volume_cap,taker_like,5,0.07655792414979742,0.8,0.015311584829959484,-0.02115350000000003,0.03350860520477432,8.0,2,0.053097385071346426,1.0,0.026548692535673213,baseline_tc15_tighter_volume_cap,baseline,baseline
giga5_union::trend_t008__vwap_003__score_43__shared_default,taker_like,5,0.049908130159957195,0.6,0.00998162603199144,-0.006534218041987991,0.025937690782530463,6.8,4,0.07088625257079607,0.75,0.01772156314269902,giga5_union,trend_t008,vwap_003__score_43__shared_default
coq3_momaccel::trend_t008__hold12_t35_s12,taker_like,5,0.049748899999999874,0.6,0.009949779999999974,-0.018162800000000097,0.04256218388993693,2.2,2,0.010528699999999953,0.5,0.005264349999999977,coq3_momaccel,trend_t008,hold12_t35_s12
coq3_momaccel::trend_t008__hold8_t35_s12,taker_like,5,0.049748899999999874,0.6,0.009949779999999974,-0.018162800000000097,0.04256218388993693,2.2,2,0.010528699999999953,0.5,0.005264349999999977,coq3_momaccel,trend_t008,hold8_t35_s12
coq3_momaccel::trend_t009__hold12_t35_s12,taker_like,5,0.049748899999999874,0.6,0.009949779999999974,-0.018162800000000097,0.04256218388993693,2.2,2,0.010528699999999953,0.5,0.005264349999999977,coq3_momaccel,trend_t009,hold12_t35_s12
coq3_momaccel::trend_t009__hold8_t35_s12,taker_like,5,0.049748899999999874,0.6,0.009949779999999974,-0.018162800000000097,0.04256218388993693,2.2,2,0.010528699999999953,0.5,0.005264349999999977,coq3_momaccel,trend_t009,hold8_t35_s12
coq3_momaccel::base__hold12_t35_s12,taker_like,8,0.042114799999999855,0.5,0.005264349999999982,-0.03599571269616001,0.031480682255064715,2.625,5,0.002894599999999928,0.4,0.0005789199999999856,coq3_momaccel,base,hold12_t35_s12
coq3_momaccel::base__hold8_t35_s12,taker_like,8,0.042114799999999855,0.5,0.005264349999999982,-0.03599571269616001,0.031480682255064715,2.625,5,0.002894599999999928,0.4,0.0005789199999999856,coq3_momaccel,base,hold8_t35_s12
coq3_momaccel::trend_t008__score_43__hold12_t35_s12,taker_like,3,0.03922019999999997,0.6666666666666666,0.01307339999999999,0.0,0.054738740103504546,2.3333333333333335,1,0.028691499999999932,1.0,0.028691499999999932,coq3_momaccel,trend_t008,score_43__hold12_t35_s12
coq3_momaccel::trend_t008__score_43__hold8_t35_s12,taker_like,3,0.03922019999999997,0.6666666666666666,0.01307339999999999,0.0,0.054738740103504546,2.3333333333333335,1,0.028691499999999932,1.0,0.028691499999999932,coq3_momaccel,trend_t008,score_43__hold8_t35_s12
coq3_momaccel::trend_t008__hold8_t30_s10,taker_like,5,0.038782999999999936,0.6,0.007756599999999987,-0.01616900000000018,0.04256218388993693,2.2,2,0.007537999999999864,0.5,0.003768999999999932,coq3_momaccel,trend_t008,hold8_t30_s10
coq3_momaccel::trend_t009__hold8_t30_s10,taker_like,5,0.038782999999999936,0.6,0.007756599999999987,-0.01616900000000018,0.04256218388993693,2.2,2,0.007537999999999864,0.5,0.003768999999999932,coq3_momaccel,trend_t009,hold8_t30_s10
giga5_union::trend_t008__vwap_0025__shared_default,taker_like,7,0.03285903361752594,0.2857142857142857,0.004694147659646563,-0.03248058262065244,0.02174928963112498,7.714285714285714,3,0.07078678195801189,0.6666666666666666,0.02359559398600396,giga5_union,trend_t008,vwap_0025__shared_default
coq3_momaccel::score_43__hold12_t35_s12,taker_like,6,0.031586099999999936,0.5,0.00526434999999999,-0.018162799999999972,0.03387512648355779,2.8333333333333335,4,0.02105739999999991,0.5,0.0052643499999999776,coq3_momaccel,score_43,hold12_t35_s12
coq3_momaccel::score_43__hold8_t35_s12,taker_like,6,0.031586099999999936,0.5,0.00526434999999999,-0.018162799999999972,0.03387512648355779,2.8333333333333335,4,0.02105739999999991,0.5,0.0052643499999999776,coq3_momaccel,score_43,hold8_t35_s12
coq3_momaccel::trend_t008__score_43__hold8_t30_s10,taker_like,3,0.03124499999999994,0.6666666666666666,0.01041499999999998,0.0,0.054738740103504546,2.3333333333333335,1,0.023707,1.0,0.023707,coq3_momaccel,trend_t008,score_43__hold8_t30_s10
coq3_momaccel::base__hold8_t30_s10,taker_like,8,0.03015200000000006,0.5,0.0037690000000000076,-0.032076563439000075,0.031480682255064715,2.625,5,-0.001093000000000014,0.4,-0.00021860000000000282,coq3_momaccel,base,hold8_t30_s10
coq3_momaccel::trend_t008__shared_default,taker_like,5,0.027985016706216177,0.4,0.005597003341243236,-0.028033795695678543,0.04256218388993693,2.6,2,-0.028182483293783527,0.0,-0.014091241646891763,coq3_momaccel,trend_t008,shared_default
coq3_momaccel::trend_t009__shared_default,taker_like,5,0.027985016706216177,0.4,0.005597003341243236,-0.028033795695678543,0.04256218388993693,2.6,2,-0.028182483293783527,0.0,-0.014091241646891763,coq3_momaccel,trend_t009,shared_default
giga5_union::trend_t008__score_43__shared_default,taker_like,11,0.024261347143867074,0.45454545454545453,0.0022055770130788247,-0.046380312815139504,0.02132102271904249,6.909090909090909,7,0.02323000545662996,0.42857142857142855,0.0033185722080899946,giga5_union,trend_t008,score_43__shared_default
giga5_union::trend_t008__vwap_003__score_43__hold8_t35_s12,taker_like,5,0.023220816251628015,0.6,0.004644163250325603,-0.018162799999999923,0.02209331503234674,4.4,4,0.041383616251627904,0.75,0.010345904062906976,giga5_union,trend_t008,vwap_003__score_43__hold8_t35_s12
coq3_momaccel::score_43__hold8_t30_s10,taker_like,6,0.02261400000000006,0.5,0.00376900000000001,-0.016168999999999975,0.03387512648355779,2.8333333333333335,4,0.01507600000000012,0.5,0.00376900000000003,coq3_momaccel,score_43,hold8_t30_s10
giga5_union::trend_t008__score_43__hold8_t30_s10,taker_like,12,0.02254017081383006,0.5833333333333334,0.0018783475678191717,-0.03207656343899999,0.016482711866906037,3.5833333333333335,8,0.008608416251627934,0.5,0.0010760520314534918,giga5_union,trend_t008,score_43__hold8_t30_s10
giga5_union::trend_t008__vwap_0025__hold8_t35_s12,taker_like,7,0.017369376162494135,0.5714285714285714,0.0024813394517848764,-0.031913382722853184,0.01927088435514746,5.428571428571429,3,0.05954641625162786,1.0,0.01984880541720929,giga5_union,trend_t008,vwap_0025__hold8_t35_s12
giga5_union::trend_t008__vwap_003__score_43__hold12_t35_s12,taker_like,5,0.014523181958012027,0.4,0.0029046363916024054,-0.024578338346534844,0.023287218721330053,5.2,4,0.032685981958011916,0.5,0.008171495489502979,giga5_union,trend_t008,vwap_003__score_43__hold12_t35_s12
coq3_momaccel::close_075__hold12_t35_s12,taker_like,7,0.013423299999999905,0.42857142857142855,0.0019176142857142721,-0.03599571269615979,0.03018065887673408,2.2857142857142856,4,-0.0257969,0.25,-0.006449225,coq3_momaccel,close_075,hold12_t35_s12
coq3_momaccel::close_075__hold8_t35_s12,taker_like,7,0.013423299999999905,0.42857142857142855,0.0019176142857142721,-0.03599571269615979,0.03018065887673408,2.2857142857142856,4,-0.0257969,0.25,-0.006449225,coq3_momaccel,close_075,hold8_t35_s12
giga5_union::trend_t009__vwap_003__shared_default,taker_like,9,0.012284011289125138,0.3333333333333333,0.0013648901432361264,-0.03248058262065244,0.018844420760328412,7.555555555555555,5,0.050211759629611066,0.6,0.010042351925922214,giga5_union,trend_t009,vwap_003__shared_default
giga5_union::trend_t008__vwap_003__shared_default,taker_like,9,0.011805004230310306,0.3333333333333333,0.001311667136701145,-0.03248058262065244,0.01901195587281285,7.555555555555555,5,0.049732752570796235,0.6,0.009946550514159247,giga5_union,trend_t008,vwap_003__shared_default
coq3_momaccel::vwap_003__hold12_t35_s12,taker_like,2,0.010528699999999943,0.5,0.0052643499999999715,-0.01816279999999995,0.01841112387812514,4.5,2,0.010528699999999943,0.5,0.0052643499999999715,coq3_momaccel,vwap_003,hold12_t35_s12
coq3_momaccel::vwap_003__hold8_t35_s12,taker_like,2,0.010528699999999943,0.5,0.0052643499999999715,-0.01816279999999995,0.01841112387812514,4.5,2,0.010528699999999943,0.5,0.0052643499999999715,coq3_momaccel,vwap_003,hold8_t35_s12
coq3_momaccel::vwap_0025__hold12_t35_s12,taker_like,2,0.010528699999999943,0.5,0.0052643499999999715,-0.01816279999999995,0.01841112387812514,4.5,2,0.010528699999999943,0.5,0.0052643499999999715,coq3_momaccel,vwap_0025,hold12_t35_s12
coq3_momaccel::vwap_0025__hold8_t35_s12,taker_like,2,0.010528699999999943,0.5,0.0052643499999999715,-0.01816279999999995,0.01841112387812514,4.5,2,0.010528699999999943,0.5,0.0052643499999999715,coq3_momaccel,vwap_0025,hold8_t35_s12
coq3_momaccel::trend_t008__score_43__shared_default,taker_like,3,0.010478016706216384,0.3333333333333333,0.0034926722354054612,-0.0070289832937834515,0.054738740103504546,3.0,1,-0.007028983293783493,0.0,-0.007028983293783493,coq3_momaccel,trend_t008,score_43__shared_default
coq3_momaccel::vwap_003__hold8_t30_s10,taker_like,2,0.0075380000000000655,0.5,0.0037690000000000327,-0.016168999999999878,0.01841112387812514,4.5,2,0.0075380000000000655,0.5,0.0037690000000000327,coq3_momaccel,vwap_003,hold8_t30_s10
coq3_momaccel::vwap_0025__hold8_t30_s10,taker_like,2,0.0075380000000000655,0.5,0.0037690000000000327,-0.016168999999999878,0.01841112387812514,4.5,2,0.0075380000000000655,0.5,0.0037690000000000327,coq3_momaccel,vwap_0025,hold8_t30_s10
coq3_momaccel::close_075__hold8_t30_s10,taker_like,7,0.006445000000000058,0.42857142857142855,0.000920714285714294,-0.03207656343900015,0.03018065887673408,2.2857142857142856,4,-0.02480000000000001,0.25,-0.006200000000000002,coq3_momaccel,close_075,hold8_t30_s10
coq3_momaccel::close_075__shared_default,taker_like,7,0.003320629695169469,0.42857142857142855,0.0004743756707384956,-0.05217332303738665,0.030439832042027486,2.857142857142857,4,-0.05284687030483024,0.25,-0.01321171757620756,coq3_momaccel,close_075,shared_default
giga5_union::trend_t008__vwap_0025__hold12_t35_s12,taker_like,7,0.001992662883538561,0.2857142857142857,0.0002846661262197944,-0.043093058252140305,0.020123672704421253,6.714285714285714,3,0.050848781958011874,0.6666666666666666,0.016949593986003958,giga5_union,trend_t008,vwap_0025__hold12_t35_s12
giga5_union::trend_t008__vwap_003__score_43__hold8_t30_s10,taker_like,6,0.0010704162516278135,0.5,0.00017840270860463558,-0.016169000000000135,0.01577383518099572,3.1666666666666665,5,0.017239416251627813,0.6,0.0034478832503255625,giga5_union,trend_t008,vwap_003__score_43__hold8_t30_s10
coq3_momaccel::trend_t008__vwap_003__shared_default,taker_like,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_003__shared_default
coq3_momaccel::trend_t008__vwap_003__hold12_t35_s12,taker_like,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_003__hold12_t35_s12
coq3_momaccel::trend_t008__vwap_003__hold8_t35_s12,taker_like,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_003__hold8_t35_s12
coq3_momaccel::trend_t008__vwap_003__hold8_t30_s10,taker_like,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_003__hold8_t30_s10
coq3_momaccel::trend_t008__vwap_0025__shared_default,taker_like,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_0025__shared_default
coq3_momaccel::trend_t008__vwap_0025__hold12_t35_s12,taker_like,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_0025__hold12_t35_s12
coq3_momaccel::trend_t008__vwap_0025__hold8_t35_s12,taker_like,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_0025__hold8_t35_s12
coq3_momaccel::trend_t008__vwap_0025__hold8_t30_s10,taker_like,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_0025__hold8_t30_s10
coq3_momaccel::trend_t009__vwap_003__shared_default,taker_like,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t009,vwap_003__shared_default
coq3_momaccel::trend_t009__vwap_003__hold12_t35_s12,taker_like,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t009,vwap_003__hold12_t35_s12
coq3_momaccel::trend_t009__vwap_003__hold8_t35_s12,taker_like,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t009,vwap_003__hold8_t35_s12
coq3_momaccel::trend_t009__vwap_003__hold8_t30_s10,taker_like,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t009,vwap_003__hold8_t30_s10
coq3_momaccel::trend_t008__vwap_003__score_43__shared_default,taker_like,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_003__score_43__shared_default
coq3_momaccel::trend_t008__vwap_003__score_43__hold12_t35_s12,taker_like,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_003__score_43__hold12_t35_s12
coq3_momaccel::trend_t008__vwap_003__score_43__hold8_t35_s12,taker_like,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_003__score_43__hold8_t35_s12
coq3_momaccel::trend_t008__vwap_003__score_43__hold8_t30_s10,taker_like,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_003__score_43__hold8_t30_s10
coq3_momaccel::trend_t008__vwap_003__close_075__shared_default,taker_like,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_003__close_075__shared_default
coq3_momaccel::trend_t008__vwap_003__close_075__hold12_t35_s12,taker_like,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_003__close_075__hold12_t35_s12
coq3_momaccel::trend_t008__vwap_003__close_075__hold8_t35_s12,taker_like,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_003__close_075__hold8_t35_s12
coq3_momaccel::trend_t008__vwap_003__close_075__hold8_t30_s10,taker_like,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,coq3_momaccel,trend_t008,vwap_003__close_075__hold8_t30_s10
coq3_momaccel::base__shared_default,taker_like,8,-0.003708353598614024,0.375,-0.000463544199826753,-0.058835580915159294,0.03170745877469645,3.375,5,-0.05987585359861373,0.2,-0.011975170719722745,coq3_momaccel,base,shared_default
giga5_union::trend_t008__score_43__hold8_t35_s12,taker_like,11,-0.004586400479533126,0.5454545454545454,-0.00041694549813937507,-0.052148371193925465,0.019419646043511984,4.909090909090909,7,-0.00029123086253817626,0.42857142857142855,-4.160440893402518e-05,giga5_union,trend_t008,score_43__hold8_t35_s12
giga5_union::trend_t008__vwap_0025__hold8_t30_s10,taker_like,8,-0.0047810238375062195,0.5,-0.0005976279796882774,-0.02797763679626649,0.014884078301284102,4.375,4,0.0334084162516278,0.75,0.00835210406290695,giga5_union,trend_t008,vwap_0025__hold8_t30_s10
giga5_union::trend_t008__score_43__hold12_t35_s12,taker_like,11,-0.005142201058078062,0.36363636363636365,-0.000467472823461642,-0.05823299679489863,0.02011626269122412,6.090909090909091,7,-0.008988865156154172,0.2857142857142857,-0.0012841235937363102,giga5_union,trend_t008,score_43__hold12_t35_s12
giga5_union::trend_t008__shared_default,taker_like,16,-0.009840443867422829,0.375,-0.0006150277417139268,-0.04717523847024415,0.018586976530341213,7.75,8,0.002076505456630205,0.375,0.00025956318207877565,giga5_union,trend_t008,shared_default
coq3_momaccel::vwap_003__shared_default,taker_like,2,-0.010539870304830255,0.5,-0.005269935152415127,-0.021153499999999905,0.019318229956652052,6.5,2,-0.010539870304830255,0.5,-0.005269935152415127,coq3_momaccel,vwap_003,shared_default
coq3_momaccel::vwap_0025__shared_default,taker_like,2,-0.010539870304830255,0.5,-0.005269935152415127,-0.021153499999999905,0.019318229956652052,6.5,2,-0.010539870304830255,0.5,-0.005269935152415127,coq3_momaccel,vwap_0025,shared_default
giga5_union::trend_t008__hold8_t30_s10,taker_like,17,-0.010866629985404561,0.5294117647058824,-0.0006392135285532095,-0.03405174988742516,0.014663152852466962,4.352941176470588,9,-0.007560583748372096,0.4444444444444444,-0.0008400648609302329,giga5_union,trend_t008,hold8_t30_s10
giga5_union::trend_t009__hold8_t30_s10,taker_like,17,-0.011328654565911866,0.5294117647058824,-0.0006663914450536392,-0.034051749887425126,0.014484197032737985,4.294117647058823,9,-0.007560583748372207,0.4444444444444444,-0.0008400648609302452,giga5_union,trend_t009,hold8_t30_s10
giga5_union::trend_t008__vwap_003__hold8_t35_s12,taker_like,9,-0.018956223837505736,0.4444444444444444,-0.002106247093056193,-0.0474402117162473,0.01561182284638566,4.777777777777778,5,0.02322081625162799,0.6,0.0046441632503255986,giga5_union,trend_t008,vwap_003__hold8_t35_s12
giga5_union::trend_t009__vwap_003__hold8_t35_s12,taker_like,9,-0.018956223837505757,0.4444444444444444,-0.002106247093056195,-0.04744021171624741,0.01561182284638566,4.666666666666667,5,0.02322081625162797,0.6,0.004644163250325594,giga5_union,trend_t009,vwap_003__hold8_t35_s12
coq3_momaccel::score_43__shared_default,taker_like,6,-0.021215353598613818,0.3333333333333333,-0.0035358922664356363,-0.03849641482618488,0.03417749517640009,3.8333333333333335,4,-0.038722353598613694,0.25,-0.009680588399653424,coq3_momaccel,score_43,shared_default
giga5_union::trend_t009__shared_default,taker_like,16,-0.021633317072064423,0.375,-0.0013520823170040264,-0.05825191093678005,0.01830228383719581,7.75,8,0.0025555125154450437,0.375,0.00031943906443063046,giga5_union,trend_t009,shared_default
giga5_union::trend_t008__vwap_003__close_075__shared_default,taker_like,8,-0.026855495769689652,0.25,-0.0033569369712112065,-0.03248058262065244,0.015484308723489467,8.375,4,0.01107225257079629,0.5,0.0027680631426990725,giga5_union,trend_t008,vwap_003__close_075__shared_default
giga5_union::trend_t008__vwap_003__hold12_t35_s12,taker_like,9,-0.03433293711646132,0.2222222222222222,-0.0038147707907179246,-0.06047316765371831,0.016275102673598614,5.777777777777778,5,0.014523181958012003,0.4,0.0029046363916024006,giga5_union,trend_t008,vwap_003__hold12_t35_s12
giga5_union::trend_t009__vwap_003__hold12_t35_s12,taker_like,9,-0.03433293711646135,0.2222222222222222,-0.0038147707907179276,-0.06047316765371842,0.016275102673598614,5.666666666666667,5,0.014523181958011975,0.4,0.002904636391602395,giga5_union,trend_t009,vwap_003__hold12_t35_s12
giga5_union::trend_t008__vwap_003__hold8_t30_s10,taker_like,10,-0.03711902383750623,0.4,-0.0037119023837506233,-0.0416253790212841,0.012468284154171156,4.0,6,0.0010704162516277822,0.5,0.00017840270860463038,giga5_union,trend_t008,vwap_003__hold8_t30_s10
giga5_union::trend_t009__vwap_003__hold8_t30_s10,taker_like,10,-0.03711902383750634,0.4,-0.003711902383750634,-0.041625379021284215,0.012468284154171156,3.9,6,0.0010704162516276781,0.5,0.00017840270860461303,giga5_union,trend_t009,vwap_003__hold8_t30_s10
giga5_union::trend_t008__hold8_t35_s12,taker_like,16,-0.04198080127876756,0.5,-0.0026238000799229727,-0.052280761800908855,0.01656857266048111,5.3125,8,-0.018454030862538218,0.375,-0.002306753857817277,giga5_union,trend_t008,hold8_t35_s12
