pair,interval,strategy,trades_full,net_full,win_full,pf_full,dd_full,mfe_full,trades_recent,net_recent,win_recent,pf_recent,score,verdict,cost_model,side_cost_pct
HYPEUSD,5,adaptive_higher_low,7,-0.058372190445373784,0.14285714285714285,0.0551909869318897,-0.05043557954053378,0.003437795963239105,2,-0.006887190445374003,0.5,0.33114592159133704,-0.11128924698321102,KILL,maker_optimistic,0.0003
HYPEUSD,5,freqai_mtf_quiet_then_burst,15,-0.06954993034774981,0.3333333333333333,0.276589341015401,-0.057143125587216036,0.005165582879461154,6,-0.020546337868669662,0.5,0.4430256587654449,-0.12284307696476988,KILL,maker_optimistic,0.0003
HYPEUSD,5,freqai_mtf_momentum_breakout_trail,17,-0.07774998270042288,0.29411764705882354,0.30948913241889936,-0.07233711547261079,0.006798638398145945,7,-0.01755830294025218,0.2857142857142857,0.5188490123345986,-0.12471335212719607,KILL,maker_optimistic,0.0003
DOGUSD,3,freqai_mtf_volume_spike_trend,17,-0.04095535809662976,0.4117647058823529,0.4181642613589218,-0.05065442167267247,0.010902504053551388,13,-0.04962431475139284,0.23076923076923078,0.29500799969052155,-0.12878560216277224,KILL,maker_optimistic,0.0003
DOGUSD,3,freqai_mtf_higher_low_structure,15,-0.052265211349805774,0.4,0.3841645813027621,-0.06103361563500742,0.011267860174185204,10,-0.04427970276721849,0.4,0.33676261578641886,-0.13430575484604595,KILL,maker_optimistic,0.0003
HYPEUSD,5,freqai_mtf_volume_spike_trend,17,-0.07987216072128556,0.29411764705882354,0.2554674911533284,-0.07287436671986189,0.004975905363936752,8,-0.020693575751748128,0.5,0.35354279107202896,-0.13471567101720092,KILL,maker_optimistic,0.0003
HYPEUSD,5,freqai_mtf_momentum_accel,49,-0.03460482650105423,0.4489795918367347,0.8497103409879183,-0.07786261076178655,0.007302064509769967,25,-0.06671498834040657,0.36,0.3437731887814059,-0.13883165207801595,KILL,maker_optimistic,0.0003
HYPEUSD,3,freqai_mtf_momentum_accel,35,-0.07246941020466435,0.45714285714285713,0.5157454456972907,-0.08030392049400258,0.006074301928321698,17,-0.048612371082538575,0.4117647058823529,0.35048736693443816,-0.16048098639052702,KILL,maker_optimistic,0.0003
DOGUSD,3,freqai_mtf_adaptive_union,57,-0.08127540095578423,0.42105263157894735,0.7597865136670082,-0.1816036068835435,0.01323049108121922,22,-0.06616815894752892,0.36363636363636365,0.4442722051475886,-0.1887426464755197,KILL,maker_optimistic,0.0003
HYPEUSD,5,freqai_mtf_higher_low_structure,56,-0.052502500340816605,0.44642857142857145,0.7744104788457205,-0.1210880231195214,0.006783375682051078,34,-0.09009515304455229,0.38235294117647056,0.4110481573130192,-0.19500613690045138,KILL,maker_optimistic,0.0003
GIGAUSD,5,adaptive_regime_switch,10,-0.07923045167265563,0.1,0.08367714509296312,-0.0698902286006446,0.005220635376058214,6,-0.061782000000000004,0.0,0.0,-0.21607571746750998,KILL,maker_optimistic,0.0003
DOGUSD,5,freqai_mtf_adaptive_union,44,-0.17224953705744894,0.2727272727272727,0.48578635577433754,-0.2068790055485254,0.0171714043997918,13,-0.06570978122957105,0.23076923076923078,0.3856624679044383,-0.29152087611630045,KILL,maker_optimistic,0.0003
HYPEUSD,3,freqai_mtf_adaptive_union,121,-0.19159145847385073,0.39669421487603307,0.5567433756927206,-0.19100525443884886,0.00532257864408783,58,-0.14544470195485915,0.29310344827586204,0.3335963340889162,-0.4333227344192149,KILL,maker_optimistic,0.0003
HYPEUSD,5,freqai_mtf_adaptive_union,125,-0.3794707023975278,0.296,0.4309300812936055,-0.356130395805072,0.005692275618282372,59,-0.17375192899157865,0.288135593220339,0.40119630615350027,-0.6777937532275276,KILL,maker_optimistic,0.0003
GIGAUSD,5,adaptive_breakout_trail,2,-0.024592799999999748,0.0,0.0,-0.012296399999999768,0.004901354582141693,1,-0.012296399999999763,0.0,0.0,-1107561249160.0032,KILL,maker_optimistic,0.0003
HYPEUSD,5,adaptive_consensus2,4,-0.04118799999999978,0.0,0.0,-0.030574007145467923,0.002949640248511076,0,0.0,0.0,0.0,-3212854853475.6704,KILL,maker_optimistic,0.0003
