label,cost_model,trades_full,net_full,win_full,avg_full,max_dd,avg_mfe,avg_hold,trades_recent,net_recent,win_recent,avg_recent
trend8__score43__vwapna__closena__compna__hold8_t30_s10,maker_mid,11,0.10889911537153839,0.7272727272727273,0.009899919579230762,-0.011990000000000145,0.019140824277508878,4.454545454545454,7,0.07385465229309436,0.7142857142857143,0.010550664613299194
trend8__scorena__vwapna__closena__compna__hold8_t30_s10,maker_mid,16,0.10281151337615209,0.625,0.0064257195860095056,-0.023836239899999914,0.017170346121540545,5.0,8,0.06186465229309448,0.625,0.00773308153663681
baseline_tc15_tighter_volume_cap,maker_mid,5,0.10204504257173018,0.8,0.020409008514346037,-0.01698500000000024,0.03567680507583354,8.0,2,0.0637745468546427,1.0,0.03188727342732135
trend8__score46__vwapna__closena__compna__hold8_t30_s10,maker_mid,9,0.09291911537153844,0.7777777777777778,0.010324346152393159,-0.011990000000000115,0.02064578837580666,4.222222222222222,7,0.07385465229309433,0.7142857142857143,0.01055066461329919
trend9__scorena__vwapna__closena__compna__hold8_t35_s12,maker_mid,16,0.08832818181922639,0.6875,0.005520511363701649,-0.027780335855999837,0.019737438374039143,5.8125,8,0.042788573442219154,0.625,0.005348571680277394
trend8__score43__vwapna__closena__compna__shared_default,maker_mid,11,0.0853953843549319,0.5454545454545454,0.007763216759539263,-0.016985000000000104,0.022950711031063775,6.909090909090909,7,0.059072105599759686,0.5714285714285714,0.008438872228537097
trend9__scorena__vwapna__closena__compna__hold8_t30_s10,maker_mid,16,0.08492731273524384,0.5625,0.00530795704595274,-0.02383623990000025,0.016514952345762893,4.6875,8,0.04444442082560501,0.5,0.005555552603200627
trend8__scorena__vwapna__closena__compna__hold8_t35_s12,maker_mid,16,0.0848443676178338,0.6875,0.005302772976114613,-0.027780335855999753,0.019526139318838235,5.8125,8,0.038840790067407795,0.625,0.004855098758425974
trend8__score43__vwapna__close75__compna__hold8_t30_s10,maker_mid,10,0.08092911537153821,0.7,0.008092911537153821,-0.011990000000000148,0.016111894139834278,4.8,6,0.045884652293094186,0.6666666666666666,0.007647442048849031
trend8__scorena__vwapna__closena__compna__shared_default,maker_mid,16,0.08069519221162423,0.5625,0.0050434495132265144,-0.03368150977500006,0.02050234271355032,7.75,8,0.04208710559975963,0.5,0.005260888199969954
trend9__score43__vwapna__closena__compna__hold8_t30_s10,maker_mid,10,0.0804921445287744,0.6,0.00804921445287744,-0.023836239900000313,0.017441610170475175,3.6,7,0.0564344208256049,0.5714285714285714,0.008062060117943557
trend10__score43__vwapna__closena__compna__hold8_t30_s10,maker_mid,10,0.0804921445287744,0.6,0.00804921445287744,-0.023836239900000313,0.017441610170475175,3.6,7,0.0564344208256049,0.5714285714285714,0.008062060117943557
trend8__score46__vwap30__closena__compna__hold8_t35_s12,maker_mid,4,0.0798546522930941,1.0,0.019963663073273526,0.0,0.02641129107685277,4.75,4,0.0798546522930941,1.0,0.019963663073273526
trend9__score43__vwap30__closena__compna__shared_default,maker_mid,5,0.07782847381418567,0.6,0.015565694762837135,-0.00023982052033618423,0.02736823134421265,6.8,4,0.09257299095390396,0.75,0.02314324773847599
trend10__score43__vwap30__closena__compna__shared_default,maker_mid,5,0.07782847381418567,0.6,0.015565694762837135,-0.00023982052033618423,0.02736823134421265,6.8,4,0.09257299095390396,0.75,0.02314324773847599
trend8__score43__vwap30__closena__compna__shared_default,maker_mid,5,0.07734745068572785,0.6,0.01546949013714557,-0.00023982052033618423,0.027670427196759762,6.8,4,0.09209196782544612,0.75,0.02302299195636153
trend9__score46__vwapna__closena__compna__hold8_t30_s10,maker_mid,7,0.07650214452877459,0.7142857142857143,0.010928877789824942,-0.011990000000000169,0.021382732862059144,3.142857142857143,6,0.06842442082560501,0.6666666666666666,0.011404070137600836
trend10__score46__vwapna__closena__compna__hold8_t30_s10,maker_mid,7,0.07650214452877459,0.7142857142857143,0.010928877789824942,-0.011990000000000169,0.021382732862059144,3.142857142857143,6,0.06842442082560501,0.6666666666666666,0.011404070137600836
trend8__scorena__vwap25__closena__compna__hold8_t35_s12,maker_mid,7,0.07641163618131686,0.7142857142857143,0.010915948025902409,-0.013988000000000134,0.022738541893931197,6.0,3,0.07442442082560471,1.0,0.024808140275201573
trend9__scorena__vwap25__closena__compna__hold8_t35_s12,maker_mid,7,0.07641163618131686,0.7142857142857143,0.010915948025902409,-0.013988000000000134,0.022738541893931197,6.0,3,0.07442442082560471,1.0,0.024808140275201573
trend8__score43__vwapna__closena__compna__hold6_t25_s10,maker_mid,11,0.07554362931157645,0.45454545454545453,0.006867602664688768,-0.014561237105831015,0.017707222220490152,3.3636363636363638,7,0.04418606967739397,0.42857142857142855,0.006312295668199138
trend8__score46__vwap25__closena__compna__hold8_t35_s12,maker_mid,3,0.07442442082560477,1.0,0.02480814027520159,0.0,0.03273583172359503,3.6666666666666665,3,0.07442442082560477,1.0,0.02480814027520159
trend9__score46__vwap30__closena__compna__hold8_t35_s12,maker_mid,3,0.07442442082560477,1.0,0.02480814027520159,0.0,0.03273583172359503,3.6666666666666665,3,0.07442442082560477,1.0,0.02480814027520159
trend9__score46__vwap25__closena__compna__hold8_t35_s12,maker_mid,3,0.07442442082560477,1.0,0.02480814027520159,0.0,0.03273583172359503,3.6666666666666665,3,0.07442442082560477,1.0,0.02480814027520159
trend10__score46__vwap30__closena__compna__hold8_t35_s12,maker_mid,3,0.07442442082560477,1.0,0.02480814027520159,0.0,0.03273583172359503,3.6666666666666665,3,0.07442442082560477,1.0,0.02480814027520159
trend10__score46__vwap25__closena__compna__hold8_t35_s12,maker_mid,3,0.07442442082560477,1.0,0.02480814027520159,0.0,0.03273583172359503,3.6666666666666665,3,0.07442442082560477,1.0,0.02480814027520159
trend10__scorena__vwapna__closena__compna__hold8_t30_s10,maker_mid,15,0.07435282687261509,0.5333333333333333,0.004956855124841006,-0.023836239900000184,0.015889754096887067,4.4,8,0.04444442082560501,0.5,0.005555552603200627
trend8__scorena__vwap25__closena__compna__shared_default,maker_mid,7,0.07287039517731733,0.5714285714285714,0.010410056453902475,-0.014980801622281869,0.023593119309672,7.714285714285714,3,0.08567017947966371,0.6666666666666666,0.028556726493221236
trend9__scorena__vwap25__closena__compna__shared_default,maker_mid,7,0.07287039517731733,0.5714285714285714,0.010410056453902475,-0.014980801622281869,0.023593119309672,7.714285714285714,3,0.08567017947966371,0.6666666666666666,0.028556726493221236
trend8__score43__vwapna__closena__compna__hold12_t35_s12,maker_mid,11,0.07216590149465013,0.5454545454545454,0.006560536499513648,-0.014993923365685577,0.022950711031063775,6.818181818181818,7,0.045086105599759736,0.5714285714285714,0.006440872228537105
trend8__score46__vwap30__closena__compna__hold12_t35_s12,maker_mid,4,0.07211196782544621,0.75,0.018027991956361553,0.0,0.0298919004098408,6.75,4,0.07211196782544621,0.75,0.018027991956361553
trend8__score46__vwapna__closena__compna__hold8_t35_s12,maker_mid,9,0.0718932531458518,0.7777777777777778,0.007988139238427977,-0.013988000000000049,0.02064578837580666,4.777777777777778,7,0.0528287900674077,0.7142857142857143,0.007546970009629671
trend9__scorena__vwap30__closena__compna__hold8_t35_s12,maker_mid,9,0.07180165102361755,0.6666666666666666,0.007977961224846394,-0.013988000000000134,0.020084085051623356,5.666666666666667,5,0.0698144356679054,0.8,0.01396288713358108
trend8__score43__vwapna__closena__compna__hold8_t35_s12,maker_mid,11,0.07173248447707609,0.7272727272727273,0.006521134952461463,-0.013988000000000092,0.021530778820573474,5.2727272727272725,7,0.05282879006740764,0.7142857142857143,0.0075469700096296635
trend8__score43__vwap25__closena__compna__shared_default,maker_mid,4,0.07092566233994542,0.5,0.017731415584986355,-0.00023982052033618423,0.030743517856351578,5.5,3,0.08567017947966371,0.6666666666666666,0.028556726493221236
trend9__score43__vwap25__closena__compna__shared_default,maker_mid,4,0.07092566233994542,0.5,0.017731415584986355,-0.00023982052033618423,0.030743517856351578,5.5,3,0.08567017947966371,0.6666666666666666,0.028556726493221236
trend10__score43__vwap25__closena__compna__shared_default,maker_mid,4,0.07092566233994542,0.5,0.017731415584986355,-0.00023982052033618423,0.030743517856351578,5.5,3,0.08567017947966371,0.6666666666666666,0.028556726493221236
trend8__scorena__vwapna__closena__compna__hold12_t35_s12,maker_mid,16,0.0704627093513427,0.5625,0.004403919334458919,-0.02778033585599995,0.02050234271355032,7.625,8,0.031098105599759895,0.5,0.003887263199969987
trend8__score46__vwap30__closena__compna__hold8_t30_s10,maker_mid,4,0.0698646522930943,1.0,0.017466163073273575,0.0,0.02641129107685277,4.75,4,0.0698646522930943,1.0,0.017466163073273575
trend9__score43__vwap30__closena__compna__hold8_t35_s12,maker_mid,5,0.06981443566790531,0.8,0.013962887133581061,0.0,0.026171822962175528,5.2,4,0.0838024356679054,1.0,0.02095060891697635
trend10__score43__vwap30__closena__compna__hold8_t35_s12,maker_mid,5,0.06981443566790531,0.8,0.013962887133581061,0.0,0.026171822962175528,5.2,4,0.0838024356679054,1.0,0.02095060891697635
trend9__scorena__vwapna__closena__compna__shared_default,maker_mid,16,0.06885268455330357,0.5625,0.004303292784581473,-0.03368150977500013,0.02021705276300672,7.75,8,0.04256812872821747,0.5,0.005321016091027184
trend8__scorena__vwap30__closena__compna__hold8_t35_s12,maker_mid,9,0.06785386764880619,0.6666666666666666,0.007539318627645132,-0.013988000000000134,0.019369705478397697,5.666666666666667,5,0.06586665229309405,0.8,0.01317333045861881
trend8__score43__vwap30__closena__compna__hold8_t35_s12,maker_mid,5,0.06586665229309394,0.8,0.013173330458618788,0.0,0.024885939730369337,5.2,4,0.07985465229309405,1.0,0.019963663073273512
trend8__score46__vwap25__closena__compna__hold12_t35_s12,maker_mid,3,0.06569017947966377,0.6666666666666666,0.021896726493221257,0.0,0.034729845693656905,5.0,3,0.06569017947966377,0.6666666666666666,0.021896726493221257
trend9__score46__vwap30__closena__compna__hold12_t35_s12,maker_mid,3,0.06569017947966377,0.6666666666666666,0.021896726493221257,0.0,0.034729845693656905,5.0,3,0.06569017947966377,0.6666666666666666,0.021896726493221257
trend9__score46__vwap25__closena__compna__hold12_t35_s12,maker_mid,3,0.06569017947966377,0.6666666666666666,0.021896726493221257,0.0,0.034729845693656905,5.0,3,0.06569017947966377,0.6666666666666666,0.021896726493221257
trend10__score46__vwap30__closena__compna__hold12_t35_s12,maker_mid,3,0.06569017947966377,0.6666666666666666,0.021896726493221257,0.0,0.034729845693656905,5.0,3,0.06569017947966377,0.6666666666666666,0.021896726493221257
trend10__score46__vwap25__closena__compna__hold12_t35_s12,maker_mid,3,0.06569017947966377,0.6666666666666666,0.021896726493221257,0.0,0.034729845693656905,5.0,3,0.06569017947966377,0.6666666666666666,0.021896726493221257
trend9__score43__vwapna__closena__compna__shared_default,maker_mid,10,0.06514272715098317,0.5,0.006514272715098317,-0.025096686525749177,0.02205547288843049,6.4,7,0.05955312872821751,0.5714285714285714,0.008507589818316787
trend10__score43__vwapna__closena__compna__shared_default,maker_mid,10,0.06514272715098317,0.5,0.006514272715098317,-0.025096686525749177,0.02205547288843049,6.4,7,0.05955312872821751,0.5714285714285714,0.008507589818316787
trend8__score46__vwapna__close75__compna__hold8_t30_s10,maker_mid,8,0.06494911537153826,0.75,0.008118639421442283,-0.011990000000000223,0.017047746216000633,4.625,6,0.04588465229309416,0.6666666666666666,0.007647442048849026
trend8__score46__vwapna__closena__compna__hold12_t35_s12,maker_mid,9,0.06479959209508784,0.5555555555555556,0.007199954677231983,-0.013988000000000124,0.022381261077517027,6.222222222222222,7,0.04508610559975979,0.5714285714285714,0.006440872228537113
trend9__score43__vwapna__closena__compna__hold8_t35_s12,maker_mid,10,0.06469352847661292,0.7,0.006469352847661291,-0.013988000000000158,0.021457268697411925,5.0,7,0.056776573442219,0.7142857142857143,0.008110939063174142
trend10__score43__vwapna__closena__compna__hold8_t35_s12,maker_mid,10,0.06469352847661292,0.7,0.006469352847661291,-0.013988000000000158,0.021457268697411925,5.0,7,0.056776573442219,0.7142857142857143,0.008110939063174142
trend8__score46__vwapna__closena__compna__hold6_t25_s10,maker_mid,9,0.06455862931157663,0.4444444444444444,0.007173181034619626,-0.012502885675740106,0.019583049767125396,3.0,7,0.04418606967739398,0.42857142857142855,0.00631229566819914
trend8__score46__vwap25__closena__compna__hold8_t30_s10,maker_mid,3,0.06443442082560498,1.0,0.02147814027520166,0.0,0.03273583172359503,3.6666666666666665,3,0.06443442082560498,1.0,0.02147814027520166
trend9__score46__vwap30__closena__compna__hold8_t30_s10,maker_mid,3,0.06443442082560498,1.0,0.02147814027520166,0.0,0.03273583172359503,3.6666666666666665,3,0.06443442082560498,1.0,0.02147814027520166
trend9__score46__vwap25__closena__compna__hold8_t30_s10,maker_mid,3,0.06443442082560498,1.0,0.02147814027520166,0.0,0.03273583172359503,3.6666666666666665,3,0.06443442082560498,1.0,0.02147814027520166
trend10__score46__vwap30__closena__compna__hold8_t30_s10,maker_mid,3,0.06443442082560498,1.0,0.02147814027520166,0.0,0.03273583172359503,3.6666666666666665,3,0.06443442082560498,1.0,0.02147814027520166
trend10__score46__vwap25__closena__compna__hold8_t30_s10,maker_mid,3,0.06443442082560498,1.0,0.02147814027520166,0.0,0.03273583172359503,3.6666666666666665,3,0.06443442082560498,1.0,0.02147814027520166
trend8__scorena__vwapna__close75__compna__hold8_t30_s10,maker_mid,14,0.0637168455911066,0.5714285714285714,0.004551203256507615,-0.023836239900000167,0.015126065544844539,5.071428571428571,7,0.033894652293094296,0.5714285714285714,0.004842093184727757
trend9__scorena__vwap30__closena__compna__shared_default,maker_mid,9,0.0627882066515576,0.5555555555555556,0.006976467405728622,-0.016984999999999993,0.020748756374977317,7.555555555555555,5,0.07558799095390396,0.6,0.015117598190780793
trend8__scorena__vwapna__closena__compna__hold6_t25_s10,maker_mid,17,0.06240528586245113,0.4117647058823529,0.0036708991683794784,-0.02383623989999993,0.015232700901026049,3.7058823529411766,8,0.032196069677394086,0.375,0.004024508709674261
trend8__scorena__vwap30__closena__compna__shared_default,maker_mid,9,0.06230718352309976,0.5555555555555556,0.006923020391455529,-0.016984999999999962,0.020916642959725708,7.555555555555555,5,0.07510696782544612,0.6,0.015021393565089225
trend8__score43__vwap25__closena__compna__hold8_t35_s12,maker_mid,4,0.06043642082560462,0.75,0.015109105206401154,0.0,0.029248007378805174,4.5,3,0.07442442082560471,1.0,0.024808140275201573
trend9__score43__vwap25__closena__compna__hold8_t35_s12,maker_mid,4,0.06043642082560462,0.75,0.015109105206401154,0.0,0.029248007378805174,4.5,3,0.07442442082560471,1.0,0.024808140275201573
trend10__score43__vwap25__closena__compna__hold8_t35_s12,maker_mid,4,0.06043642082560462,0.75,0.015109105206401154,0.0,0.029248007378805174,4.5,3,0.07442442082560471,1.0,0.024808140275201573
trend9__scorena__vwapna__closena__compna__hold12_t35_s12,maker_mid,16,0.058620201693022025,0.5625,0.0036637626058138766,-0.027780335855999906,0.02021705276300672,7.625,8,0.031579128728217734,0.5,0.003947391091027217
trend9__score43__vwap30__closena__compna__hold12_t35_s12,maker_mid,5,0.05860499095390388,0.6,0.011720998190780776,-0.00023982052033622833,0.02736823134421265,6.8,4,0.07259299095390398,0.75,0.018148247738475995
trend10__score43__vwap30__closena__compna__hold12_t35_s12,maker_mid,5,0.05860499095390388,0.6,0.011720998190780776,-0.00023982052033622833,0.02736823134421265,6.8,4,0.07259299095390398,0.75,0.018148247738475995
trend8__score43__vwap30__closena__compna__hold12_t35_s12,maker_mid,5,0.05812396782544604,0.6,0.01162479356508921,-0.00023982052033622833,0.027670427196759762,6.8,4,0.07211196782544615,0.75,0.01802799195636154
trend8__score43__vwap30__closena__compna__hold8_t30_s10,maker_mid,5,0.0578746522930943,0.8,0.011574930458618859,0.0,0.01962803973562723,5.0,4,0.06986465229309433,1.0,0.01746616307327358
trend9__score46__vwapna__closena__compna__hold8_t35_s12,maker_mid,7,0.05547628230308794,0.7142857142857143,0.00792518318615542,-0.013988000000000212,0.021382732862059144,3.857142857142857,6,0.047398558599918365,0.6666666666666666,0.007899759766653061
trend10__score46__vwapna__closena__compna__hold8_t35_s12,maker_mid,7,0.05547628230308794,0.7142857142857143,0.00792518318615542,-0.013988000000000212,0.021382732862059144,3.857142857142857,6,0.047398558599918365,0.6666666666666666,0.007899759766653061
trend10__scorena__vwapna__closena__compna__hold8_t35_s12,maker_mid,15,0.054558210820453694,0.6,0.003637214054696913,-0.02778033585599991,0.01856685978151157,5.333333333333333,8,0.042788573442219154,0.625,0.005348571680277394
trend8__scorena__vwap25__closena__compna__hold12_t35_s12,maker_mid,7,0.05364691231703554,0.5714285714285714,0.0076638446167193635,-0.014224465910897913,0.023593119309672,7.714285714285714,3,0.06569017947966371,0.6666666666666666,0.021896726493221236
trend9__scorena__vwap25__closena__compna__hold12_t35_s12,maker_mid,7,0.05364691231703554,0.5714285714285714,0.0076638446167193635,-0.014224465910897913,0.023593119309672,7.714285714285714,3,0.06569017947966371,0.6666666666666666,0.021896726493221236
trend8__score43__vwapna__close75__compna__hold6_t25_s10,maker_mid,10,0.05256862931157659,0.4,0.005256862931157659,-0.014561237105831015,0.014534931877113683,3.6,6,0.0212110696773941,0.3333333333333333,0.0035351782795656835
trend9__score43__vwapna__close75__compna__hold8_t30_s10,maker_mid,9,0.052522144528774226,0.5555555555555556,0.00583579383653047,-0.023836239900000313,0.013887330672277433,3.888888888888889,6,0.028464420825604724,0.5,0.004744070137600787
trend10__score43__vwapna__close75__compna__hold8_t30_s10,maker_mid,9,0.052522144528774226,0.5555555555555556,0.00583579383653047,-0.023836239900000313,0.013887330672277433,3.888888888888889,6,0.028464420825604724,0.5,0.004744070137600787
trend8__score43__vwap25__closena__compna__hold8_t30_s10,maker_mid,4,0.052444420825604965,0.75,0.013111105206401241,0.0,0.022675632385377537,4.25,3,0.06443442082560501,1.0,0.02147814027520167
trend9__score43__vwap25__closena__compna__hold8_t30_s10,maker_mid,4,0.052444420825604965,0.75,0.013111105206401241,0.0,0.022675632385377537,4.25,3,0.06443442082560501,1.0,0.02147814027520167
trend10__score43__vwap25__closena__compna__hold8_t30_s10,maker_mid,4,0.052444420825604965,0.75,0.013111105206401241,0.0,0.022675632385377537,4.25,3,0.06443442082560501,1.0,0.02147814027520167
trend9__score43__vwapna__closena__compna__hold12_t35_s12,maker_mid,10,0.051913244290701425,0.5,0.005191324429070143,-0.021373566734619924,0.02205547288843049,6.3,7,0.045567128728217575,0.5714285714285714,0.006509589818316797
