pair,candidate,signals,fills,missed_entries,fill_rate,trades_full,net_full,win_full,avg_full,max_dd,avg_mfe,avg_hold,trades_recent,net_recent,win_recent,avg_recent,verdict,cost_model
COQUSD,inside_resume__5bps__quick,1,1,0,1.0,1,-0.010991000000000004,0.0,-0.010991000000000004,0.0,0.0020192354111962262,0.0,0,0.0,0.0,0.0,KILL,maker_mid_passive_0.0010
COQUSD,inside_resume__10bps__quick,1,1,0,1.0,1,-0.010991000000000004,0.0,-0.010991000000000004,0.0,0.0020192354111962262,0.0,0,0.0,0.0,0.0,KILL,maker_mid_passive_0.0010
COQUSD,ema_reclaim__10bps__quick,2,1,1,0.5,1,-0.010991000000000004,0.0,-0.010991000000000004,0.0,0.0020192354111962262,0.0,0,0.0,0.0,0.0,KILL,maker_mid_passive_0.0010
COQUSD,score_filtered_ema__10bps__quick,2,1,1,0.5,1,-0.010991000000000004,0.0,-0.010991000000000004,0.0,0.0020192354111962262,0.0,0,0.0,0.0,0.0,KILL,maker_mid_passive_0.0010
COQUSD,inside_resume__flat__runner,1,1,0,1.0,1,-0.011989999999999959,0.0,-0.011989999999999959,0.0,0.0020192354111962262,0.0,0,0.0,0.0,0.0,KILL,maker_mid_passive_0.0010
COQUSD,inside_resume__5bps__runner,1,1,0,1.0,1,-0.011989999999999959,0.0,-0.011989999999999959,0.0,0.0020192354111962262,0.0,0,0.0,0.0,0.0,KILL,maker_mid_passive_0.0010
COQUSD,inside_resume__10bps__runner,1,1,0,1.0,1,-0.011989999999999959,0.0,-0.011989999999999959,0.0,0.0020192354111962262,0.0,0,0.0,0.0,0.0,KILL,maker_mid_passive_0.0010
COQUSD,ema_reclaim__10bps__runner,2,1,1,0.5,1,-0.011989999999999959,0.0,-0.011989999999999959,0.0,0.0020192354111962262,0.0,0,0.0,0.0,0.0,KILL,maker_mid_passive_0.0010
COQUSD,score_filtered_ema__10bps__runner,2,1,1,0.5,1,-0.011989999999999959,0.0,-0.011989999999999959,0.0,0.0020192354111962262,0.0,0,0.0,0.0,0.0,KILL,maker_mid_passive_0.0010
COQUSD,vwap_reclaim__10bps__runner,2,1,1,0.5,1,-0.011990000000000042,0.0,-0.011990000000000042,0.0,0.005751288828639688,0.0,0,0.0,0.0,0.0,KILL,maker_mid_passive_0.0010
COQUSD,hybrid_support__10bps__runner,2,1,1,0.5,1,-0.011990000000000094,0.0,-0.011990000000000094,0.0,0.0010832521655034333,0.0,0,0.0,0.0,0.0,KILL,maker_mid_passive_0.0010
