pair,interval,strategy,trades_full,net_full,win_full,dd_full,trades_recent,net_recent,win_recent,score,keep
HYPEUSD,5,momentum_breakout_trail,47,-0.5034662399469961,0.19148936170212766,-0.3875763247480695,14,-0.14131237841697608,0.21428571428571427,-0.7883664283936238,False
GIGAUSD,5,higher_low_structure,120,-0.5339697619777548,0.325,-0.4284296401966185,53,-0.14534309992493788,0.37735849056603776,-0.7930485423673261,False
HYPEUSD,1,bb_lower_bounce,59,-0.3966098633207298,0.0847457627118644,-0.3197566035864918,31,-0.20212106003722918,0.03225806451612903,-0.8235775264653173,False
GIGAUSD,1,rsi_momentum_thrust,84,-0.47772032344390514,0.2261904761904762,-0.3894608821751547,38,-0.22451788875824163,0.23684210526315788,-0.8681868174205459,False
GIGAUSD,3,breakout_scalp,102,-0.5188078373384107,0.23529411764705882,-0.4211291125347646,41,-0.19370300792064132,0.24390243902439024,-0.8764818779161874,False
HYPEUSD,3,volume_climax_reversal,62,-0.4059480571556866,0.12903225806451613,-0.34140287327401186,36,-0.2578717141761996,0.08333333333333333,-0.8806804978204968,False
DOGUSD,5,rsi_momentum_thrust,87,-0.5564639785652681,0.20689655172413793,-0.42206578761784636,36,-0.17710898749968973,0.2777777777777778,-0.8810463609577165,False
DOGUSD,5,breakout_scalp,93,-0.5369581158626902,0.22580645161290322,-0.4114847345788622,42,-0.19562797712164692,0.2857142857142857,-0.9022719098029818,False
HYPEUSD,3,red_streak_reversal,81,-0.46925000109726067,0.1111111111111111,-0.3779419902913147,37,-0.25002960834287835,0.05405405405405406,-0.9352885582584219,False
DOGUSD,5,volume_spike_trend,93,-0.5243685798130285,0.24731182795698925,-0.4191997741361555,44,-0.24883790436154662,0.22727272727272727,-0.9478025363179493,False
HYPEUSD,1,bb_squeeze_breakout,85,-0.5345897921009208,0.08235294117647059,-0.4119520586760188,32,-0.21681699219680772,0.03125,-0.9694808499927552,False
GIGAUSD,1,breakout_scalp,114,-0.5383579411779832,0.22807017543859648,-0.42627759528819875,56,-0.24529002609770212,0.26785714285714285,-0.9721568525588927,False
COQUSD,1,momentum_accel,107,-0.5829927534710501,0.3177570093457944,-0.44208543627099106,46,-0.25710160810553306,0.34782608695652173,-1.0001086021453856,False
GIGAUSD,1,higher_low_structure,146,-0.6490916872766543,0.2945205479452055,-0.49180467580726933,65,-0.20546713537998396,0.3076923076923077,-1.0071847602499455,False
GIGAUSD,3,higher_low_structure,127,-0.6839653353937207,0.2992125984251969,-0.5277613332188613,54,-0.19177147800052297,0.3333333333333333,-1.0266989373658963,False
DOGUSD,5,higher_low_structure,102,-0.6886301066930105,0.16666666666666666,-0.49431697210859704,45,-0.19437872953762003,0.2222222222222222,-1.042547270955206,False
COQUSD,3,volume_spike_trend,82,-0.5613898710196565,0.25609756097560976,-0.42706924029053867,39,-0.2957158521218073,0.2564102564102564,-1.046895873548196,False
HYPEUSD,1,volume_climax_reversal,78,-0.5212245949893353,0.08974358974358974,-0.3998816564788757,37,-0.27176753269928566,0.02702702702702703,-1.0594434720325496,False
DOGUSD,1,momentum_accel,144,-0.8352335412902044,0.2361111111111111,-0.5689238729611567,47,-0.13181344658526195,0.3404255319148936,-1.089190729025825,False
DOGUSD,5,momentum_accel,110,-0.7570946661146475,0.22727272727272727,-0.5528348467174795,41,-0.20856654202558644,0.2682926829268293,-1.128841252972802,False
HYPEUSD,3,deep_vwap_pullback,110,-0.7165468691081701,0.14545454545454545,-0.5068975645961408,34,-0.24444544150297565,0.058823529411764705,-1.1709331816735453,False
DOGUSD,1,breakout_scalp,130,-0.718825305993661,0.2153846153846154,-0.5105995611071978,47,-0.266104964701101,0.2127659574468085,-1.2026170658072992,False
DOGUSD,1,rsi_momentum_thrust,133,-0.7246258687228476,0.22556390977443608,-0.5355328989464991,59,-0.3118010763287715,0.1694915254237288,-1.2513768647880912,False
DOGUSD,3,volume_spike_trend,115,-0.7721948312902981,0.19130434782608696,-0.5349796788564599,47,-0.28023694134942034,0.19148936170212766,-1.2625417881710705,False
GIGAUSD,5,ema_fast_bounce,166,-0.8149413957605403,0.27710843373493976,-0.5685194460248646,69,-0.32114556985150455,0.2753623188405797,-1.3581748942939138,False
DOGUSD,3,breakout_scalp,120,-0.7703172597683259,0.19166666666666668,-0.5346279558217114,52,-0.3363076044332749,0.17307692307692307,-1.3701343882458514,False
COQUSD,5,volume_spike_trend,81,-0.6799918473534855,0.19753086419753085,-0.4909462615412091,39,-0.4267819721286741,0.1282051282051282,-1.3752918670435146,False
HYPEUSD,3,volume_spike_trend,134,-0.860091282434399,0.1791044776119403,-0.5816780647907764,44,-0.31029842270002983,0.1590909090909091,-1.4100333997821193,False
DOGUSD,1,volume_spike_trend,128,-0.8620544178330083,0.1953125,-0.5929105814712751,51,-0.3204411831943983,0.19607843137254902,-1.4138506523032541,False
DOGUSD,1,ema_fast_bounce,106,-0.7620147444770496,0.11320754716981132,-0.5335844389365316,50,-0.3791616042809549,0.12,-1.426991332720772,False
DOGUSD,3,rsi_momentum_thrust,115,-0.8825450367446371,0.1565217391304348,-0.5903719357922862,42,-0.3158111523382633,0.11904761904761904,-1.4392959712230333,False
HYPEUSD,1,momentum_accel,176,-0.9221600740919175,0.18181818181818182,-0.6039122772340061,53,-0.292883891271598,0.16981132075471697,-1.4468757543790924,False
DOGUSD,3,momentum_accel,134,-0.9520934694994344,0.1791044776119403,-0.6209916615237108,50,-0.29198214469069517,0.18,-1.459237441644017,False
HYPEUSD,5,volume_spike_trend,120,-0.9056228692515004,0.16666666666666666,-0.6071153084704987,44,-0.31885926047846025,0.13636363636363635,-1.4711683516059815,False
COQUSD,3,momentum_accel,96,-0.8290685453093352,0.25,-0.580492106949574,47,-0.4098203896765227,0.2978723404255319,-1.4976812209489143,False
COQUSD,5,momentum_accel,96,-0.8194439402638786,0.21875,-0.5663102406344296,46,-0.46797617939555114,0.1956521739130435,-1.5693962488164341,False
GIGAUSD,3,ema_fast_bounce,167,-0.931516343329489,0.20958083832335328,-0.6183581931469533,75,-0.39717406594058025,0.24,-1.6054906284569201,False
DOGUSD,1,higher_low_structure,171,-1.005505074273655,0.24561403508771928,-0.6419028284170049,69,-0.35714615881300327,0.2318840579710145,-1.610326711604877,False
DOGUSD,3,higher_low_structure,139,-1.031493667531584,0.18705035971223022,-0.6461928583241034,58,-0.36186254428861053,0.1896551724137931,-1.6579991432437655,False
HYPEUSD,5,breakout_scalp,166,-0.9712381807103672,0.1927710843373494,-0.6254106613185146,73,-0.41380983300299323,0.1780821917808219,-1.7047510100241767,False
HYPEUSD,1,breakout_scalp,189,-1.0691716893424734,0.13756613756613756,-0.6598473244844072,57,-0.33711137859884377,0.10526315789473684,-1.7131515718696924,False
HYPEUSD,3,breakout_scalp,169,-1.0287750265192503,0.16568047337278108,-0.640803516926874,65,-0.39843407809383946,0.15384615384615385,-1.7570918505920883,False
HYPEUSD,1,rsi_momentum_thrust,213,-1.0725379550148744,0.1643192488262911,-0.6640247025728545,82,-0.418743230018353,0.12195121951219512,-1.817734610962039,False
HYPEUSD,3,momentum_accel,172,-1.1215981435664149,0.19767441860465115,-0.6771994736957567,63,-0.4772022720273944,0.09523809523809523,-1.9204721026804346,False
HYPEUSD,5,rsi_momentum_thrust,165,-1.1298464735864648,0.19393939393939394,-0.6843938347027484,73,-0.4938356298255663,0.1780821917808219,-1.9771953938322528,False
HYPEUSD,1,deep_vwap_pullback,220,-1.2944647766222537,0.12272727272727273,-0.7239482004833738,62,-0.3762619976717715,0.06451612903225806,-2.0026843649678274,False
HYPEUSD,5,momentum_accel,174,-1.1950376689742923,0.20689655172413793,-0.7075600672553212,72,-0.5078883312187181,0.19444444444444445,-2.0459198135586205,False
COQUSD,3,ema_fast_bounce,181,-1.165821843708586,0.19337016574585636,-0.7006815245850672,75,-0.5434128470262444,0.17333333333333334,-2.0478936935612118,False
HYPEUSD,3,rsi_momentum_thrust,202,-1.312084078535392,0.13861386138613863,-0.7323154124504299,89,-0.5586296686734328,0.1348314606741573,-2.278752154768961,False
HYPEUSD,1,red_streak_reversal,177,-1.102870440476656,0.05084745762711865,-0.6677703133014228,111,-0.7089314243898887,0.02702702702702703,-2.395265342719369,False
HYPEUSD,1,ema_fast_bounce,213,-1.3801365592182604,0.12206572769953052,-0.7470550216176843,92,-0.6329332036273196,0.06521739130434782,-2.5048615545192376,False
HYPEUSD,5,ema_fast_bounce,271,-1.468595745142919,0.23616236162361623,-0.7724069901163104,118,-0.6539041891157507,0.2288135593220339,-2.550286995579357,False
COQUSD,5,ema_fast_bounce,218,-1.520188729722744,0.1834862385321101,-0.7908811770306691,98,-0.8567488576544543,0.1326530612244898,-2.8857927278108204,False
HYPEUSD,5,higher_low_structure,232,-1.5929422605066144,0.1724137931034483,-0.7997586176638435,114,-0.7963717519972469,0.14035087719298245,-2.9058354493849072,False
HYPEUSD,3,higher_low_structure,289,-1.7004859104189112,0.19377162629757785,-0.8200197976179107,134,-0.8379478486098967,0.16417910447761194,-3.0901497763259775,False
HYPEUSD,3,ema_fast_bounce,312,-1.7890596730735244,0.1891025641025641,-0.8332365948726883,135,-0.8492858819785559,0.18518518518518517,-3.1887368748142944,False
DOGUSD,3,ema_fast_bounce,244,-1.8468024452378788,0.1762295081967213,-0.842670660023261,109,-0.8517266950829081,0.1926605504587156,-3.264143557431815,False
DOGUSD,5,ema_fast_bounce,235,-2.0106576356956403,0.11914893617021277,-0.867479195577388,103,-0.9380315354755252,0.07766990291262135,-3.591399200596937,False
HYPEUSD,1,higher_low_structure,506,-3.013739231503153,0.10474308300395258,-0.952030934378604,213,-1.2320962222922112,0.07511737089201878,-5.090953768638259,False
DOGUSD,3,breakout_asymmetric,4,-0.05227599999999988,0.0,-0.03869683588600758,0,0.0,0.0,-1569534494136.1824,False
COQUSD,1,bb_lower_bounce,2,-0.026137999999999884,0.0,-0.013068999999999872,2,-0.026137999999999884,0.0,-2354301741204.2554,False
