construction,trades_full,net_full,win_full,avg_full,max_dd,avg_mfe,avg_hold,trades_recent,net_recent,win_recent,avg_recent
tc15_tighter_volume_cap,12,0.09321276176164617,0.5833333333333334,0.007767730146803847,-0.06284881222584135,0.02555632753800321,6.0,5,0.07655792414979784,0.8,0.015311584829959568
