cost_model,branch,mask,exit,trades_full,net_full,net_recent,win_full,max_dd
maker_mid,coq3_momaccel,vwap_0025,hold8_t30_s10,2.0,0.01597999999999998,0.01597999999999998,0.5,-0.011989999999999976
maker_mid,coq3_momaccel,vwap_003,hold8_t30_s10,2.0,0.01597999999999998,0.01597999999999998,0.5,-0.011989999999999976
maker_mid,giga5_union,base,hold12_t35_s12,35.0,0.015116937626429223,0.04344616386500939,0.37142857142857144,-0.04704407933933676
maker_mid,giga5_union,base,hold8_t30_s10,36.0,0.014122425773890173,0.05438370027157901,0.3888888888888889,-0.04915705769677705
maker_mid,giga5_union,trend_t008,vwap_003__close_075__hold12_t35_s12,8.0,0.013115700662817937,0.02515896782544612,0.5,-0.014224465910897913
maker_mid,giga5_union,trend_t008,vwap_003__close_075__hold8_t30_s10,8.0,0.012692382512662411,0.029904652293094174,0.5,-0.013513810019212188
maker_mid,giga5_union,base,shared_default,35.0,0.012050002211149826,0.05443516386500912,0.37142857142857144,-0.053555043208901136
maker_mid,coq3_momaccel,score_43,shared_default,6.0,0.008243531798150364,-0.017726468201849456,0.3333333333333333,-0.017997172110297336
maker_mid,giga5_union,vwap_0025,hold8_t35_s12,24.0,0.00402568497055536,0.07237370027157856,0.4166666666666667,-0.06321520127413015
maker_mid,coq3_momaccel,trend_t008,vwap_0025__hold12_t35_s12,0.0,0.0,0.0,0.0,0.0
maker_mid,coq3_momaccel,trend_t008,vwap_0025__hold8_t30_s10,0.0,0.0,0.0,0.0,0.0
maker_mid,coq3_momaccel,trend_t008,vwap_0025__hold8_t35_s12,0.0,0.0,0.0,0.0,0.0
maker_mid,coq3_momaccel,trend_t008,vwap_0025__shared_default,0.0,0.0,0.0,0.0,0.0
maker_mid,coq3_momaccel,trend_t008,vwap_003__close_075__hold12_t35_s12,0.0,0.0,0.0,0.0,0.0
maker_mid,coq3_momaccel,trend_t008,vwap_003__close_075__hold8_t30_s10,0.0,0.0,0.0,0.0,0.0
maker_mid,coq3_momaccel,trend_t008,vwap_003__close_075__hold8_t35_s12,0.0,0.0,0.0,0.0,0.0
maker_mid,coq3_momaccel,trend_t008,vwap_003__close_075__shared_default,0.0,0.0,0.0,0.0,0.0
maker_mid,coq3_momaccel,trend_t008,vwap_003__hold12_t35_s12,0.0,0.0,0.0,0.0,0.0
maker_mid,coq3_momaccel,trend_t008,vwap_003__hold8_t30_s10,0.0,0.0,0.0,0.0,0.0
maker_mid,coq3_momaccel,trend_t008,vwap_003__hold8_t35_s12,0.0,0.0,0.0,0.0,0.0
maker_mid,coq3_momaccel,trend_t008,vwap_003__score_43__hold12_t35_s12,0.0,0.0,0.0,0.0,0.0
maker_mid,coq3_momaccel,trend_t008,vwap_003__score_43__hold8_t30_s10,0.0,0.0,0.0,0.0,0.0
maker_mid,coq3_momaccel,trend_t008,vwap_003__score_43__hold8_t35_s12,0.0,0.0,0.0,0.0,0.0
maker_mid,coq3_momaccel,trend_t008,vwap_003__score_43__shared_default,0.0,0.0,0.0,0.0,0.0
maker_mid,coq3_momaccel,trend_t008,vwap_003__shared_default,0.0,0.0,0.0,0.0,0.0
maker_mid,coq3_momaccel,trend_t009,vwap_003__hold12_t35_s12,0.0,0.0,0.0,0.0,0.0
maker_mid,coq3_momaccel,trend_t009,vwap_003__hold8_t30_s10,0.0,0.0,0.0,0.0,0.0
maker_mid,coq3_momaccel,trend_t009,vwap_003__hold8_t35_s12,0.0,0.0,0.0,0.0,0.0
maker_mid,coq3_momaccel,trend_t009,vwap_003__shared_default,0.0,0.0,0.0,0.0,0.0
maker_mid,coq3_momaccel,vwap_0025,shared_default,2.0,-4.800036178427558e-06,-4.800036178427558e-06,0.5,-0.016984999999999983
maker_mid,coq3_momaccel,vwap_003,shared_default,2.0,-4.800036178427558e-06,-4.800036178427558e-06,0.5,-0.016984999999999983
maker_mid,giga5_union,close_075,hold8_t30_s10,30.0,-0.006169341418567679,0.03822968383143968,0.36666666666666664,-0.04398283651213888
maker_mid,giga5_union,vwap_003,hold8_t35_s12,25.0,-0.009962315029444635,0.05838570027157857,0.4,-0.06321520127413015
maker_mid,giga5_union,score_43,hold8_t35_s12,21.0,-0.010394053286595444,0.051121768400542306,0.47619047619047616,-0.05898411930806706
maker_mid,giga5_union,vwap_0025,hold8_t30_s10,24.0,-0.019169800165588217,0.06238370027157886,0.375,-0.07543537797341819
maker_mid,giga5_union,vwap_003,hold8_t30_s10,25.0,-0.0311598001655882,0.05039370027157888,0.36,-0.07543537797341819
maker_mid,giga5_union,close_075,hold12_t35_s12,30.0,-0.039044000274833346,0.02229714742487019,0.3333333333333333,-0.05598145648748268
maker_mid,giga5_union,base,hold8_t35_s12,36.0,-0.04140815736337542,0.03135983804589233,0.4166666666666667,-0.0870962874547904
maker_mid,giga5_union,close_075,shared_default,30.0,-0.04910393569011269,0.023296147424869986,0.3333333333333333,-0.06652430961603492
maker_mid,giga5_union,close_075,hold8_t35_s12,30.0,-0.06469692455583329,0.010210821605753134,0.4,-0.07560998857593036
maker_optimistic,giga5_union,trend_t008,hold8_t30_s10,16.0,0.1521682387693648,0.07453092464423186,0.6875,-0.02108170359099967
maker_optimistic,giga5_union,trend_t009,hold8_t30_s10,16.0,0.13356639837654102,0.05639370343687304,0.625,-0.02108170359100005
maker_optimistic,giga5_union,trend_t008,score_43__hold8_t30_s10,11.0,0.12721786085161788,0.08512792464423184,0.7272727272727273,-0.010596999999999981
maker_optimistic,giga5_union,trend_t009,hold8_t35_s12,16.0,0.1178771698254539,0.056145889776526924,0.6875,-0.025034130707039942
maker_optimistic,giga5_union,trend_t008,hold8_t35_s12,16.0,0.11438847486618467,0.05219257563179271,0.6875,-0.025034130707039883
maker_optimistic,giga5_union,trend_t008,shared_default,16.0,0.11091697632668564,0.05543574380948742,0.6875,-0.03094778037975014
maker_optimistic,giga5_union,trend_t008,score_43__shared_default,11.0,0.10580092933357685,0.07103124380948742,0.7272727272727273,-0.015595500000000059
maker_optimistic,giga5_union,base,hold8_t30_s10,36.0,0.1012190520412411,0.07544902030297629,0.4444444444444444,-0.0351500443160927
maker_optimistic,giga5_union,trend_t008,hold12_t35_s12,16.0,0.09998666816817371,0.04443904380948756,0.6875,-0.025034130707039973
maker_optimistic,giga5_union,trend_t009,shared_default,16.0,0.09905787753887527,0.055917440842260246,0.6875,-0.03094778037974992
maker_optimistic,giga5_union,score_43,hold8_t30_s10,21.0,0.09812444529814228,0.08972565773679066,0.47619047619047616,-0.021708937225093514
maker_optimistic,giga5_union,score_43,shared_default,20.0,0.09445786443501555,0.09000526917309508,0.5,-0.028060809271324094
maker_optimistic,giga5_union,vwap_0025,shared_default,23.0,0.09239920409287877,0.11994327883621947,0.4782608695652174,-0.06284609010961664
maker_optimistic,giga5_union,trend_t008,score_43__hold12_t35_s12,11.0,0.09187152117506489,0.057035443809487545,0.7272727272727273,-0.012596400000000042
maker_optimistic,giga5_union,trend_t008,score_43__hold8_t35_s12,11.0,0.09143749694843775,0.0647889756317927,0.7272727272727273,-0.012596400000000021
maker_optimistic,giga5_union,score_43,hold12_t35_s12,20.0,0.09014782665984172,0.07600946917309521,0.5,-0.025034130707039928
maker_optimistic,giga5_union,trend_t008,vwap_0025__hold8_t35_s12,7.0,0.0890960460320091,0.07938770343687293,0.7142857142857143,-0.012596399999999865
maker_optimistic,giga5_union,trend_t009,hold12_t35_s12,16.0,0.08812756938036331,0.044920740842260394,0.6875,-0.025034130707039918
maker_optimistic,giga5_union,trend_t009,vwap_003__hold8_t35_s12,9.0,0.0879931813841022,0.07828483878896605,0.6666666666666666,-0.012596399999999898
maker_optimistic,coq3_momaccel,base,hold12_t35_s12,8.0,0.08717239999999994,0.030989799999999956,0.5,-0.02503413070703989
maker_optimistic,coq3_momaccel,base,hold8_t35_s12,8.0,0.08717239999999994,0.030989799999999956,0.5,-0.02503413070703989
maker_optimistic,giga5_union,trend_t008,vwap_003__score_43__shared_default,5.0,0.08650560098043861,0.09916839282192644,0.8,0.0
maker_optimistic,giga5_union,trend_t008,vwap_0025__shared_default,7.0,0.08622703737819828,0.09063522558382175,0.7142857142857143,-0.012662791841487832
maker_optimistic,giga5_union,trend_t008,vwap_003__hold8_t35_s12,9.0,0.08403986723936799,0.07433152464423184,0.6666666666666666,-0.012596399999999926
maker_optimistic,giga5_union,trend_t008,vwap_0025__hold8_t30_s10,7.0,0.08109844603200912,0.06939070343687312,0.7142857142857143,-0.01059700000000011
maker_optimistic,giga5_union,base,hold12_t35_s12,35.0,0.08105269191581392,0.06521392982378059,0.45714285714285713,-0.040987580380391936
maker_optimistic,giga5_union,trend_t009,vwap_003__shared_default,9.0,0.07964640164907584,0.08405458985469931,0.6666666666666666,-0.015595500000000045
maker_optimistic,giga5_union,base,shared_default,35.0,0.07936452969098774,0.07621062982378045,0.45714285714285713,-0.04686855623112935
maker_optimistic,giga5_union,trend_t008,vwap_003__shared_default,9.0,0.079164704616303,0.08357289282192647,0.6666666666666666,-0.015595499999999991
maker_optimistic,giga5_union,vwap_0025,hold12_t35_s12,23.0,0.07909186631770507,0.09994927883621951,0.4782608695652174,-0.056469268033811554
maker_optimistic,giga5_union,trend_t008,vwap_003__hold8_t30_s10,9.0,0.07804166723936787,0.06633392464423186,0.6666666666666666,-0.01059700000000011
maker_optimistic,coq3_momaccel,trend_t008,hold12_t35_s12,5.0,0.07797569999999987,0.021793099999999888,0.6,-0.012596399999999976
maker_optimistic,coq3_momaccel,trend_t008,hold8_t35_s12,5.0,0.07797569999999987,0.021793099999999888,0.6,-0.012596399999999976
maker_optimistic,coq3_momaccel,trend_t009,hold12_t35_s12,5.0,0.07797569999999987,0.021793099999999888,0.6,-0.012596399999999976
maker_optimistic,coq3_momaccel,trend_t009,hold8_t35_s12,5.0,0.07797569999999987,0.021793099999999888,0.6,-0.012596399999999976
maker_optimistic,giga5_union,vwap_003,shared_default,24.0,0.07680370409287877,0.10434777883621948,0.4583333333333333,-0.06284609010961664
maker_optimistic,coq3_momaccel,base,hold8_t30_s10,8.0,0.07517600000000048,0.026991000000000317,0.5,-0.02108170359099985
maker_optimistic,giga5_union,trend_t008,vwap_003__score_43__hold8_t35_s12,5.0,0.07433152464423173,0.08692792464423166,0.8,0.0
maker_optimistic,giga5_union,close_075,hold8_t30_s10,30.0,0.06969771579170328,0.053685793656213385,0.43333333333333335,-0.03515004431609284
maker_optimistic,coq3_momaccel,trend_t008,hold8_t30_s10,5.0,0.06697900000000023,0.01879400000000007,0.6,-0.010596999999999898
maker_optimistic,coq3_momaccel,trend_t009,hold8_t30_s10,5.0,0.06697900000000023,0.01879400000000007,0.6,-0.010596999999999898
maker_optimistic,giga5_union,trend_t008,vwap_003__score_43__hold12_t35_s12,5.0,0.06657799282192657,0.07917439282192648,0.8,0.0
maker_optimistic,giga5_union,vwap_003,hold12_t35_s12,24.0,0.06649546631770524,0.0873528788362197,0.4583333333333333,-0.056469268033811554
maker_optimistic,giga5_union,trend_t008,vwap_003__score_43__hold8_t30_s10,5.0,0.06633392464423175,0.07693092464423183,0.8,0.0
maker_optimistic,giga5_union,trend_t008,vwap_0025__hold12_t35_s12,7.0,0.06629942921968625,0.0706412255838218,0.7142857142857143,-0.012596399999999912
maker_optimistic,coq3_momaccel,score_43,hold12_t35_s12,6.0,0.06537930000000003,0.04358619999999999,0.5,-0.012596399999999912
maker_optimistic,coq3_momaccel,score_43,hold8_t35_s12,6.0,0.06537930000000003,0.04358619999999999,0.5,-0.012596399999999912
maker_optimistic,giga5_union,trend_t009,vwap_003__hold12_t35_s12,9.0,0.06271789349056396,0.06705968985469951,0.6666666666666666,-0.012596399999999912
maker_optimistic,giga5_union,trend_t008,vwap_003__hold12_t35_s12,9.0,0.06223619645779112,0.06657799282192667,0.6666666666666666,-0.012596399999999912
maker_optimistic,giga5_union,trend_t009,vwap_003__hold8_t30_s10,9.0,0.05990444603200906,0.04819670343687305,0.5555555555555556,-0.010696649695468399
maker_optimistic,coq3_momaccel,trend_t008,shared_default,5.0,0.059659590515070755,-0.01351790948492913,0.6,-0.015595499999999986
maker_optimistic,coq3_momaccel,trend_t009,shared_default,5.0,0.059659590515070755,-0.01351790948492913,0.6,-0.015595499999999986
maker_optimistic,coq3_momaccel,score_43,hold8_t30_s10,6.0,0.05638200000000042,0.03758800000000034,0.5,-0.010597000000000054
maker_optimistic,coq3_momaccel,trend_t008,score_43__hold12_t35_s12,3.0,0.056182599999999944,0.03438949999999992,0.6666666666666666,0.0
maker_optimistic,coq3_momaccel,trend_t008,score_43__hold8_t35_s12,3.0,0.056182599999999944,0.03438949999999992,0.6666666666666666,0.0
maker_optimistic,coq3_momaccel,close_075,hold12_t35_s12,7.0,0.052782900000000015,-0.003399699999999964,0.42857142857142855,-0.02503413070703982
maker_optimistic,coq3_momaccel,close_075,hold8_t35_s12,7.0,0.052782900000000015,-0.003399699999999964,0.42857142857142855,-0.02503413070703982
maker_optimistic,giga5_union,vwap_0025,hold8_t35_s12,24.0,0.05027562347682967,0.08784602030297606,0.4583333333333333,-0.043507475079842275
maker_optimistic,giga5_union,trend_t008,vwap_003__close_075__hold8_t35_s12,8.0,0.04965036723936809,0.039942024644231924,0.625,-0.0125963999999999
maker_optimistic,giga5_union,trend_t008,vwap_003__close_075__hold8_t30_s10,8.0,0.04865066723936777,0.03694292464423177,0.625,-0.01059700000000011
maker_optimistic,giga5_union,vwap_0025,hold8_t30_s10,24.0,0.04827622347682946,0.07784902030297625,0.4583333333333333,-0.03573668031907324
maker_optimistic,coq3_momaccel,trend_t008,score_43__hold8_t30_s10,3.0,0.04818500000000017,0.029391000000000094,0.6666666666666666,0.0
maker_optimistic,coq3_momaccel,base,shared_default,8.0,0.04809475237518012,-0.025082747624819768,0.5,-0.029733934862184147
maker_optimistic,coq3_momaccel,close_075,shared_default,7.0,0.04673007051085707,-0.02644742948914281,0.42857142857142855,-0.029733934862184192
maker_optimistic,coq3_momaccel,close_075,hold8_t30_s10,7.0,0.04578500000000038,-0.0023999999999997773,0.42857142857142855,-0.021081703590999947
maker_optimistic,giga5_union,vwap_003,hold8_t35_s12,25.0,0.03767922347682986,0.07524962030297626,0.44,-0.043507475079842275
maker_optimistic,giga5_union,vwap_003,hold8_t30_s10,25.0,0.0376792234768295,0.06725202030297629,0.44,-0.03573668031907324
maker_optimistic,giga5_union,trend_t008,vwap_003__close_075__shared_default,8.0,0.03477820461630304,0.03918639282192652,0.625,-0.015595499999999998
maker_optimistic,coq3_momaccel,trend_t008,score_43__shared_default,3.0,0.030155681864322974,0.0013646818643230456,0.6666666666666666,0.0
maker_optimistic,giga5_union,trend_t008,vwap_003__close_075__hold12_t35_s12,8.0,0.027846696457791226,0.032188492821926776,0.625,-0.012596399999999912
maker_optimistic,giga5_union,score_43,hold8_t35_s12,21.0,0.027454981680931023,0.06938670872435151,0.47619047619047616,-0.04767621725644228
maker_optimistic,giga5_union,base,hold8_t35_s12,36.0,0.02655078842402995,0.05311067129053713,0.4444444444444444,-0.05790733567331338
maker_optimistic,coq3_momaccel,vwap_0025,hold12_t35_s12,2.0,0.02179309999999996,0.02179309999999996,0.5,-0.012596399999999853
maker_optimistic,coq3_momaccel,vwap_0025,hold8_t35_s12,2.0,0.02179309999999996,0.02179309999999996,0.5,-0.012596399999999853
maker_optimistic,coq3_momaccel,vwap_003,hold12_t35_s12,2.0,0.02179309999999996,0.02179309999999996,0.5,-0.012596399999999853
maker_optimistic,coq3_momaccel,vwap_003,hold8_t35_s12,2.0,0.02179309999999996,0.02179309999999996,0.5,-0.012596399999999853
maker_optimistic,coq3_momaccel,vwap_0025,hold8_t30_s10,2.0,0.018794000000000186,0.018794000000000186,0.5,-0.010596999999999893
maker_optimistic,coq3_momaccel,vwap_003,hold8_t30_s10,2.0,0.018794000000000186,0.018794000000000186,0.5,-0.010596999999999893
maker_optimistic,coq3_momaccel,score_43,shared_default,6.0,0.018590843724432343,-0.010200156275567591,0.5,-0.015595499999999981
maker_optimistic,giga5_union,close_075,hold12_t35_s12,30.0,0.017719215717750765,0.03845220317701788,0.43333333333333335,-0.04098758038039189
maker_optimistic,giga5_union,close_075,shared_default,30.0,0.009033153492924455,0.03945190317701769,0.43333333333333335,-0.04686855623112947
maker_optimistic,coq3_momaccel,vwap_0025,shared_default,2.0,0.0035108709913415827,0.0035108709913415827,0.5,-0.015595499999999967
maker_optimistic,coq3_momaccel,vwap_003,shared_default,2.0,0.0035108709913415827,0.0035108709913415827,0.5,-0.015595499999999967
maker_optimistic,coq3_momaccel,trend_t008,vwap_0025__hold12_t35_s12,0.0,0.0,0.0,0.0,0.0
maker_optimistic,coq3_momaccel,trend_t008,vwap_0025__hold8_t30_s10,0.0,0.0,0.0,0.0,0.0
maker_optimistic,coq3_momaccel,trend_t008,vwap_0025__hold8_t35_s12,0.0,0.0,0.0,0.0,0.0
maker_optimistic,coq3_momaccel,trend_t008,vwap_0025__shared_default,0.0,0.0,0.0,0.0,0.0
maker_optimistic,coq3_momaccel,trend_t008,vwap_003__close_075__hold12_t35_s12,0.0,0.0,0.0,0.0,0.0
maker_optimistic,coq3_momaccel,trend_t008,vwap_003__close_075__hold8_t30_s10,0.0,0.0,0.0,0.0,0.0
maker_optimistic,coq3_momaccel,trend_t008,vwap_003__close_075__hold8_t35_s12,0.0,0.0,0.0,0.0,0.0
maker_optimistic,coq3_momaccel,trend_t008,vwap_003__close_075__shared_default,0.0,0.0,0.0,0.0,0.0
maker_optimistic,coq3_momaccel,trend_t008,vwap_003__hold12_t35_s12,0.0,0.0,0.0,0.0,0.0
maker_optimistic,coq3_momaccel,trend_t008,vwap_003__hold8_t30_s10,0.0,0.0,0.0,0.0,0.0
maker_optimistic,coq3_momaccel,trend_t008,vwap_003__hold8_t35_s12,0.0,0.0,0.0,0.0,0.0
maker_optimistic,coq3_momaccel,trend_t008,vwap_003__score_43__hold12_t35_s12,0.0,0.0,0.0,0.0,0.0
maker_optimistic,coq3_momaccel,trend_t008,vwap_003__score_43__hold8_t30_s10,0.0,0.0,0.0,0.0,0.0
maker_optimistic,coq3_momaccel,trend_t008,vwap_003__score_43__hold8_t35_s12,0.0,0.0,0.0,0.0,0.0
maker_optimistic,coq3_momaccel,trend_t008,vwap_003__score_43__shared_default,0.0,0.0,0.0,0.0,0.0
maker_optimistic,coq3_momaccel,trend_t008,vwap_003__shared_default,0.0,0.0,0.0,0.0,0.0
maker_optimistic,coq3_momaccel,trend_t009,vwap_003__hold12_t35_s12,0.0,0.0,0.0,0.0,0.0
maker_optimistic,coq3_momaccel,trend_t009,vwap_003__hold8_t30_s10,0.0,0.0,0.0,0.0,0.0
maker_optimistic,coq3_momaccel,trend_t009,vwap_003__hold8_t35_s12,0.0,0.0,0.0,0.0,0.0
maker_optimistic,coq3_momaccel,trend_t009,vwap_003__shared_default,0.0,0.0,0.0,0.0,0.0
maker_optimistic,giga5_union,close_075,hold8_t35_s12,30.0,-0.007969647825507653,0.026348944643774436,0.43333333333333335,-0.05262713663847736
