construction,trades_full,net_full,win_full,avg_full,max_dd,avg_mfe,avg_hold,trades_recent,net_recent,win_recent,avg_recent
tc15_only,18,0.016635797829624245,0.4444444444444444,0.0009242109905346803,-0.09830718333810326,0.019416556836279453,6.0,9,0.03817782723154122,0.5555555555555556,0.00424198080350458
baseline_mb60,6,-3.348968641912753e-05,0.5,-5.581614403187922e-06,-0.03792955501812262,0.020247197216094217,6.666666666666667,5,-0.0034201019300628757,0.4,-0.0006840203860125751
