cost_model,pair,interval,strategy,trades_full,net_full,trades_recent,net_recent,score,keep
taker_like,HYPEUSD,5,atr_squeeze_expand,12,-0.07335468605375028,6,-0.047077525563580136,-0.1768656901396962,False
taker_like,HYPEUSD,5,quiet_then_burst,40,-0.28080342191365715,16,-0.08370960838556674,-0.457222917488039,False
taker_like,HYPEUSD,5,higher_low_structure,232,-1.5929422605066144,114,-0.7963717519972469,-2.9058354493849072,False
taker_like,HYPEUSD,5,vwap_reclaim_trend,16,-0.09734959876140448,8,-0.06920396238256876,-0.22835948592983898,False
taker_like,HYPEUSD,5,momentum_accel,174,-1.1950376689742923,72,-0.5078883312187181,-2.0459198135586205,False
taker_like,HYPEUSD,5,volume_spike_trend,120,-0.9056228692515004,44,-0.31885926047846025,-1.4711683516059815,False
taker_like,HYPEUSD,5,volume_climax_reversal,46,-0.3058600010379927,27,-0.17157805369057444,-0.6312169510494986,False
taker_like,HYPEUSD,5,triple_confluence,23,-0.19172322024708222,11,-0.08849871304686041,-0.37358358798717634,False
taker_like,HYPEUSD,5,dip_buy_confluence,0,0.0,0,0.0,0.0,False
taker_like,HYPEUSD,5,breakout_asymmetric,1,-0.013068999999999997,0,0.0,-0.013068999999999997,False
taker_like,HYPEUSD,5,breakout_scalp,166,-0.9712381807103672,73,-0.41380983300299323,-1.7047510100241767,False
maker_mid,GIGAUSD,1,momentum_breakout,14,-0.05478023991302883,9,-0.04323799420209595,-0.13653748510230326,False
maker_mid,GIGAUSD,1,momentum_breakout_trail,47,0.0029707433059428245,22,0.014971284517067973,0.025740467796307624,True
maker_mid,GIGAUSD,1,macd_trend_long,0,0.0,0,0.0,0.0,False
maker_mid,GIGAUSD,1,rsi_momentum_thrust,84,-0.10356201033885792,38,-0.04554777236802399,-0.18344648642087336,False
maker_mid,GIGAUSD,1,rsi_oversold_trend,1,-0.009883449883449691,1,-0.009883449883449691,-0.024708624708624227,False
maker_mid,GIGAUSD,1,bb_lower_bounce,12,-0.018680260883816135,6,-0.007414131620999798,-0.03677305913138131,False
maker_mid,GIGAUSD,1,deep_vwap_pullback,50,-0.020448086428127676,23,-0.03296851972183101,-0.07291785044323928,False
maker_mid,GIGAUSD,1,ema_fast_bounce,84,-0.04370377553941773,39,-0.044276631965497804,-0.1148885603182822,False
maker_mid,GIGAUSD,1,red_streak_reversal,21,-0.06129892858413588,7,-0.0382737745671764,-0.13790348644221156,False
maker_mid,GIGAUSD,1,bb_squeeze_breakout,14,0.0485887924637024,4,0.004260497213570247,0.06758564080858717,True
maker_mid,GIGAUSD,1,atr_squeeze_expand,28,-0.10632343707124225,12,-0.05471451288245399,-0.20996471931468993,False
maker_mid,GIGAUSD,1,quiet_then_burst,36,0.06624266513767851,13,0.0637513522227724,0.1719508978356486,True
maker_mid,GIGAUSD,1,higher_low_structure,146,-0.07373754180654635,65,0.029411024091453575,-0.03520046688172003,False
maker_mid,GIGAUSD,1,vwap_reclaim_trend,3,0.012642416422293246,2,0.009337026160381234,0.03752135249778843,False
maker_mid,GIGAUSD,1,momentum_accel,122,-0.023493228370384034,59,0.05172559939222088,0.05241318264906873,False
maker_mid,GIGAUSD,1,volume_spike_trend,83,-0.045478809652608754,36,0.014326806484023957,-0.028597994345272576,False
maker_mid,GIGAUSD,1,volume_climax_reversal,10,-0.01819018257995031,5,-0.013645151462760463,-0.04568963028333946,False
maker_mid,GIGAUSD,1,triple_confluence,36,-0.06504691372255278,16,-0.029028858285702897,-0.12103049076150721,False
maker_mid,GIGAUSD,1,dip_buy_confluence,0,0.0,0,0.0,0.0,False
maker_mid,GIGAUSD,1,breakout_asymmetric,3,0.005209668760971287,1,0.0030216696883362815,0.03455177292741077,False
maker_mid,GIGAUSD,1,breakout_scalp,113,-0.06954478913353135,56,-0.02431538889536078,-0.11401095666927596,False
maker_mid,GIGAUSD,3,momentum_breakout,16,0.0443737433948167,7,0.03759871592375441,0.10700408266367521,True
maker_mid,GIGAUSD,3,momentum_breakout_trail,48,0.16046543001316316,22,0.13994097693094487,0.383282896352012,True
maker_mid,GIGAUSD,3,macd_trend_long,0,0.0,0,0.0,0.0,False
maker_mid,GIGAUSD,3,rsi_momentum_thrust,72,0.09759701747819971,33,0.06524356866524128,0.20531159820775954,True
maker_mid,GIGAUSD,3,rsi_oversold_trend,1,0.01299246952410349,0,0.0,0.01299246952410349,False
maker_mid,GIGAUSD,3,bb_lower_bounce,10,-0.033844902235285246,4,-0.03651385755070513,-0.09991226817880525,False
maker_mid,GIGAUSD,3,deep_vwap_pullback,29,0.010758989140773112,10,0.03431151012755729,0.06375616916498494,True
maker_mid,GIGAUSD,3,ema_fast_bounce,162,-0.21928524182669573,72,-0.04054989227677741,-0.2974793771718517,False
maker_mid,GIGAUSD,3,red_streak_reversal,8,-0.038536327926656955,1,-0.006764578704877011,-0.07216873368096649,False
maker_mid,GIGAUSD,3,bb_squeeze_breakout,14,0.0389604033191111,4,0.05053977792837894,0.12307301297719563,True
maker_mid,GIGAUSD,3,atr_squeeze_expand,24,0.03939642712064917,12,0.07008247662756384,0.15046632882258612,True
maker_mid,GIGAUSD,3,quiet_then_burst,39,-0.0008194041450515499,13,0.012539039282005948,0.017882596534290682,False
maker_mid,GIGAUSD,3,higher_low_structure,127,-0.1203166333167377,54,0.05496528791122912,-0.04697186692184721,False
maker_mid,GIGAUSD,3,vwap_reclaim_trend,6,0.02779273863870202,3,0.03178496302019673,0.08964978892199006,False
maker_mid,GIGAUSD,3,momentum_accel,109,0.05586380560966053,45,0.15310288165668784,0.28969735174361333,True
maker_mid,GIGAUSD,3,volume_spike_trend,84,0.2001789356790451,35,0.14446220238243912,0.4333086832779799,True
maker_mid,GIGAUSD,3,volume_climax_reversal,11,-0.07523883154605004,6,-0.038236423974059575,-0.18835397612692265,False
maker_mid,GIGAUSD,3,triple_confluence,28,0.07325521732674944,13,0.09929873967621006,0.23396968998645692,True
maker_mid,GIGAUSD,3,dip_buy_confluence,0,0.0,0,0.0,0.0,False
maker_mid,GIGAUSD,3,breakout_asymmetric,3,0.02305493675243353,1,0.020944572668710748,0.06247020061709779,False
maker_mid,GIGAUSD,3,breakout_scalp,101,-0.11629653730087042,41,-0.016104907135421676,-0.15425231522292449,False
maker_mid,GIGAUSD,5,momentum_breakout,11,0.07543950772663233,5,0.04257253760579416,0.15171634076277413,True
maker_mid,GIGAUSD,5,momentum_breakout_trail,46,0.13973347362154664,23,0.16711163561155362,0.4024743219644425,True
maker_mid,GIGAUSD,5,macd_trend_long,0,0.0,0,0.0,0.0,False
maker_mid,GIGAUSD,5,rsi_momentum_thrust,71,0.01028852974837946,29,0.04434493795694827,0.07791372547928618,True
maker_mid,GIGAUSD,5,rsi_oversold_trend,0,0.0,0,0.0,0.0,False
maker_mid,GIGAUSD,5,bb_lower_bounce,6,-0.02478063441226519,3,-0.0019333993742352007,-0.03816276376744398,False
maker_mid,GIGAUSD,5,deep_vwap_pullback,21,0.046987761270501416,9,0.03638244025967641,0.1092723840486997,True
maker_mid,GIGAUSD,5,ema_fast_bounce,158,-0.09078848611407553,64,-0.037572198839209925,-0.15404998048385302,False
maker_mid,GIGAUSD,5,red_streak_reversal,12,-0.06555291159514998,4,-0.02246928463834108,-0.11944373803184885,False
maker_mid,GIGAUSD,5,bb_squeeze_breakout,11,-0.02797611529992583,2,0.007968315270580284,-0.025795557135192423,False
maker_mid,GIGAUSD,5,atr_squeeze_expand,11,-0.013323843543451508,5,0.05113811639029897,0.060229267598392,False
maker_mid,GIGAUSD,5,quiet_then_burst,38,0.04222528148428928,17,0.07598396008380359,0.16077685236331224,True
maker_mid,GIGAUSD,5,higher_low_structure,116,0.0817633288278331,50,0.20446656103298444,0.394326711795265,True
maker_mid,GIGAUSD,5,vwap_reclaim_trend,1,-0.006936383454602013,0,0.0,-0.006936383454602013,False
maker_mid,GIGAUSD,5,momentum_accel,108,-0.004374892041830503,44,0.08124219536824284,0.11717009705266307,False
maker_mid,GIGAUSD,5,volume_spike_trend,79,0.1265428449057976,33,0.07011268772018109,0.24272941835852974,True
maker_mid,GIGAUSD,5,volume_climax_reversal,12,-0.07487425789919755,5,-0.04234812090821238,-0.17196683097161736,False
maker_mid,GIGAUSD,5,triple_confluence,30,0.12327274193469162,13,0.11652002864824407,0.31318563257444354,True
maker_mid,GIGAUSD,5,dip_buy_confluence,0,0.0,0,0.0,0.0,False
maker_mid,GIGAUSD,5,breakout_asymmetric,2,-0.002525077825400346,1,-0.010989999999999944,-0.020307989892453967,False
maker_mid,GIGAUSD,5,breakout_scalp,99,-0.04995095728418675,42,0.07690774624468744,0.059908669103960206,False
maker_mid,DOGUSD,1,momentum_breakout,10,-0.04977842727707127,1,0.022920899325393762,-0.02782566664390023,False
maker_mid,DOGUSD,1,momentum_breakout_trail,43,-0.09461351699703391,11,-0.013026829697807774,-0.12478280987884184,False
maker_mid,DOGUSD,1,macd_trend_long,1,-0.01298800000000011,1,-0.01298800000000011,-0.032470000000000276,False
maker_mid,DOGUSD,1,rsi_momentum_thrust,132,-0.20155289464657566,58,-0.062026030676553656,-0.31088933880793557,False
maker_mid,DOGUSD,1,rsi_oversold_trend,0,0.0,0,0.0,0.0,False
maker_mid,DOGUSD,1,bb_lower_bounce,8,-0.012500761149122352,3,-0.007003097962949734,-0.02849467960291832,False
maker_mid,DOGUSD,1,deep_vwap_pullback,54,-0.17373048612931552,12,-0.04788973438132893,-0.2736968331611318,False
maker_mid,DOGUSD,1,ema_fast_bounce,104,-0.2788195758759273,48,-0.11820231482662458,-0.4892452512910119,False
maker_mid,DOGUSD,1,red_streak_reversal,17,-0.016302682369811805,7,-0.01404196790726231,-0.041840514512119224,False
maker_mid,DOGUSD,1,bb_squeeze_breakout,27,-0.03719279487958316,11,-0.0454638631020049,-0.11430699200287249,False
maker_mid,DOGUSD,1,atr_squeeze_expand,17,-0.012193366427463936,5,0.002657518620057586,-0.010880870757602976,False
maker_mid,DOGUSD,1,quiet_then_burst,57,-0.12152916844511219,24,-0.05575836903067277,-0.21935681252047734,False
maker_mid,DOGUSD,1,higher_low_structure,170,-0.32300474685108505,68,-0.07889234177382531,-0.46324722910112326,False
maker_mid,DOGUSD,1,vwap_reclaim_trend,3,-0.014217591259595874,2,-0.00322759125959593,-0.02664071949028351,False
maker_mid,DOGUSD,1,momentum_accel,144,-0.2712710316654543,47,0.06114873698161416,-0.19783029508560393,False
maker_mid,DOGUSD,1,volume_spike_trend,128,-0.3851594281724591,51,-0.12003078903296416,-0.5964810610225451,False
maker_mid,DOGUSD,1,volume_climax_reversal,21,-0.020567469056230525,9,-0.02439825258380235,-0.06288562549509304,False
maker_mid,DOGUSD,1,triple_confluence,30,0.008929821102814706,13,0.008931815412650534,0.023466465712004548,True
maker_mid,DOGUSD,1,dip_buy_confluence,0,0.0,0,0.0,0.0,False
maker_mid,DOGUSD,1,breakout_asymmetric,1,0.01699146519442518,0,0.0,0.01699146519442518,False
maker_mid,DOGUSD,1,breakout_scalp,128,-0.2212395270855787,46,-0.07390023393875511,-0.3570931794877614,False
maker_mid,DOGUSD,3,momentum_breakout,12,-0.04349446657415157,3,0.0030062024853234615,-0.0511981494210864,False
maker_mid,DOGUSD,3,momentum_breakout_trail,44,-0.20476957827198106,13,-0.035947127665713174,-0.2834272502730657,False
maker_mid,DOGUSD,3,macd_trend_long,0,0.0,0,0.0,0.0,False
maker_mid,DOGUSD,3,rsi_momentum_thrust,115,-0.3924801579040915,42,-0.14026740246127112,-0.6370902778852355,False
maker_mid,DOGUSD,3,rsi_oversold_trend,1,-0.0032742193867514313,1,-0.0032742193867514313,-0.008185548466878578,False
maker_mid,DOGUSD,3,bb_lower_bounce,13,0.0072590200928882576,7,-0.018747258884451057,-0.018668346544267207,False
maker_mid,DOGUSD,3,deep_vwap_pullback,40,-0.07111976148578336,12,-0.05689042790856147,-0.16583946808308192,False
maker_mid,DOGUSD,3,ema_fast_bounce,231,-0.9178479160936149,103,-0.44767513438283657,-1.6544101797265396,False
maker_mid,DOGUSD,3,red_streak_reversal,17,-0.07361969211318342,9,-0.03351008317034465,-0.15316913624247155,False
maker_mid,DOGUSD,3,bb_squeeze_breakout,21,0.01235174778884629,7,-0.0003860071537328258,0.014221320496718232,False
maker_mid,DOGUSD,3,atr_squeeze_expand,22,0.030133967225966507,10,-0.02623956933004601,-0.004087708637430621,False
maker_mid,DOGUSD,3,quiet_then_burst,46,-0.13269475484130389,19,-0.03962607038248822,-0.21124753203408494,False
maker_mid,DOGUSD,3,higher_low_structure,137,-0.42010849020908914,57,-0.13770577778041926,-0.6597768757757916,False
maker_mid,DOGUSD,3,vwap_reclaim_trend,3,-0.0018393568287380369,2,-0.0018990909090907948,-0.005743890848552962,False
maker_mid,DOGUSD,3,momentum_accel,134,-0.3807989419117568,50,-0.08402539142377874,-0.5329287982042484,False
maker_mid,DOGUSD,3,volume_spike_trend,112,-0.28956219732804034,46,-0.09811514723731063,-0.46236045545096244,False
maker_mid,DOGUSD,3,volume_climax_reversal,20,-0.007501823864795254,11,0.012736590075106968,0.009763661718612723,False
maker_mid,DOGUSD,3,triple_confluence,25,-0.06610351897670119,11,-0.03310645433154691,-0.1280313457737504,False
maker_mid,DOGUSD,3,dip_buy_confluence,0,0.0,0,0.0,0.0,False
maker_mid,DOGUSD,3,breakout_asymmetric,4,-0.04396,0,0.0,-3429083698135.166,False
maker_mid,DOGUSD,3,breakout_scalp,119,-0.264617244523894,51,-0.09774012529947318,-0.4388562984526862,False
maker_mid,DOGUSD,5,momentum_breakout,11,-0.004054048851157455,5,-0.01231024171437689,-0.023419230826905484,False
maker_mid,DOGUSD,5,momentum_breakout_trail,28,-0.060511696835195194,10,-0.0074208080154000156,-0.07943265522735689,False
maker_mid,DOGUSD,5,macd_trend_long,0,0.0,0,0.0,0.0,False
maker_mid,DOGUSD,5,rsi_momentum_thrust,87,-0.22994949895180816,36,-0.030543868073893976,-0.29937365382900283,False
maker_mid,DOGUSD,5,rsi_oversold_trend,0,0.0,0,0.0,0.0,False
maker_mid,DOGUSD,5,bb_lower_bounce,9,0.0067064213322587385,5,0.007085835498203297,0.01954496167845767,True
maker_mid,DOGUSD,5,deep_vwap_pullback,29,-0.11609820176274432,9,-0.06449208300697551,-0.2332280433034277,False
maker_mid,DOGUSD,5,ema_fast_bounce,220,-1.063532801889616,98,-0.5135486869075797,-1.9204284287156745,False
maker_mid,DOGUSD,5,red_streak_reversal,17,-0.014256023279903385,7,-0.0035825853370318184,-0.022886948272677392,False
maker_mid,DOGUSD,5,bb_squeeze_breakout,20,0.047282771509034704,6,0.019658464092425443,0.08369283325272074,True
maker_mid,DOGUSD,5,atr_squeeze_expand,16,0.0371524417421909,9,0.08100647334273947,0.16399309700108072,True
maker_mid,DOGUSD,5,quiet_then_burst,43,-0.08394558947657116,22,-0.07228323836421846,-0.20441076800031646,False
maker_mid,DOGUSD,5,higher_low_structure,100,-0.2068119092924544,44,0.028505674133948666,-0.1814969262820923,False
maker_mid,DOGUSD,5,vwap_reclaim_trend,2,0.005041796140986765,1,0.002924325982279319,0.0719152374755751,False
maker_mid,DOGUSD,5,momentum_accel,107,-0.14348013989465913,40,0.05629749897611902,-0.0691876331108271,False
maker_mid,DOGUSD,5,volume_spike_trend,93,-0.11566384153868225,44,-0.059845605251308664,-0.216310740239726,False
maker_mid,DOGUSD,5,volume_climax_reversal,14,0.026840144970921465,5,-0.009457265689905237,0.019411563305359498,False
maker_mid,DOGUSD,5,triple_confluence,18,0.04771027454214549,12,0.05089331006252784,0.13108229335447286,True
maker_mid,DOGUSD,5,dip_buy_confluence,0,0.0,0,0.0,0.0,False
maker_mid,DOGUSD,5,breakout_asymmetric,0,0.0,0,0.0,0.0,False
maker_mid,DOGUSD,5,breakout_scalp,93,-0.1597853698626872,42,-0.004657408944114372,-0.18547102118446157,False
maker_mid,COQUSD,1,momentum_breakout,22,-0.1614561028244189,9,-0.08188631633227161,-0.30615716909977003,False
maker_mid,COQUSD,1,momentum_breakout_trail,48,0.17900611826889445,18,0.09795560647411616,0.33426886202634054,True
maker_mid,COQUSD,1,macd_trend_long,0,0.0,0,0.0,0.0,False
maker_mid,COQUSD,1,rsi_momentum_thrust,36,-0.10900340442417844,12,-0.0665383770675837,-0.21988078195996863,False
maker_mid,COQUSD,1,rsi_oversold_trend,1,-0.010990000000000055,0,0.0,-0.010990000000000055,False
maker_mid,COQUSD,1,bb_lower_bounce,2,-0.020233025576963826,2,-0.020233025576963826,-0.16640009000440148,False
maker_mid,COQUSD,1,deep_vwap_pullback,19,-0.03283607615439521,7,-0.0329837499691471,-0.08712943981498426,False
maker_mid,COQUSD,1,ema_fast_bounce,57,0.16723914412167362,12,-0.004798558679018239,0.17382082476701577,False
maker_mid,COQUSD,1,red_streak_reversal,9,0.04383073269587101,3,-0.019156719647704268,0.026459146867002806,False
maker_mid,COQUSD,1,bb_squeeze_breakout,7,-0.00944705566774573,2,0.015837098107235104,0.012173884615191305,False
maker_mid,COQUSD,1,atr_squeeze_expand,22,0.013201750676045343,6,-0.05866441030472114,-0.07340844436204336,False
maker_mid,COQUSD,1,quiet_then_burst,62,-0.043292786180266885,29,-0.04067215647828182,-0.10791712885897319,False
maker_mid,COQUSD,1,higher_low_structure,77,-0.009040478500559446,32,0.09028521653955457,0.12580786887798287,False
maker_mid,COQUSD,1,vwap_reclaim_trend,0,0.0,0,0.0,0.0,False
maker_mid,COQUSD,1,momentum_accel,107,-0.243141482336367,46,-0.11099308886274806,-0.42245047346963166,False
maker_mid,COQUSD,1,volume_spike_trend,72,-0.01715811802777112,33,-0.06877630647917765,-0.1215592422691991,False
maker_mid,COQUSD,1,volume_climax_reversal,4,-0.0054768143398452596,3,-0.024456814339845256,-0.043964522466804906,False
maker_mid,COQUSD,1,triple_confluence,18,-0.08978922879856188,6,-0.04863145349747078,-0.17443396832454716,False
maker_mid,COQUSD,1,dip_buy_confluence,0,0.0,0,0.0,0.0,False
maker_mid,COQUSD,1,breakout_asymmetric,8,0.003687469393567455,3,0.02122136385353779,0.03612108746670755,False
maker_mid,COQUSD,1,breakout_scalp,79,-0.09654741927041266,34,-0.0003496312338370222,-0.10801976107162674,False
maker_mid,COQUSD,3,momentum_breakout,16,-0.03499641821625121,5,0.0027299998777797763,-0.036201945687573435,False
maker_mid,COQUSD,3,momentum_breakout_trail,48,0.03007579928754267,19,0.08904475382385613,0.165376804614707,True
maker_mid,COQUSD,3,macd_trend_long,0,0.0,0,0.0,0.0,False
maker_mid,COQUSD,3,rsi_momentum_thrust,30,-0.07064376211993573,12,0.04432362685062741,-0.012025099079207907,False
maker_mid,COQUSD,3,rsi_oversold_trend,0,0.0,0,0.0,0.0,False
maker_mid,COQUSD,3,bb_lower_bounce,3,-0.004998000000000058,2,-0.02198000000000011,-0.039754786786787025,False
maker_mid,COQUSD,3,deep_vwap_pullback,20,-0.09738335831522815,10,-0.04142935831522787,-0.1750597052615449,False
maker_mid,COQUSD,3,ema_fast_bounce,180,-0.5513816242381909,73,-0.2797550003506285,-1.000764963073972,False
maker_mid,COQUSD,3,red_streak_reversal,9,0.016333551185656492,4,-0.04396000000000011,-0.046036481297050874,False
maker_mid,COQUSD,3,bb_squeeze_breakout,7,-0.002187155534669416,3,0.01180374147939156,0.014906348947961605,False
maker_mid,COQUSD,3,atr_squeeze_expand,10,0.06303701838577824,3,0.01430575227922426,0.0958351404724728,False
maker_mid,COQUSD,3,quiet_then_burst,44,-0.1991901599784185,22,-0.08102995631768606,-0.3421388376155188,False
maker_mid,COQUSD,3,higher_low_structure,71,-0.12047124217845917,32,0.04234556716442428,-0.06545811088069438,False
maker_mid,COQUSD,3,vwap_reclaim_trend,1,-0.010990000000000055,0,0.0,-0.010990000000000055,False
maker_mid,COQUSD,3,momentum_accel,96,-0.4239595804863109,47,-0.18898438708055543,-0.732128011674661,False
maker_mid,COQUSD,3,volume_spike_trend,82,-0.21853080097414967,39,-0.13867390780989852,-0.4411576767186698,False
maker_mid,COQUSD,3,volume_climax_reversal,3,-0.006996000000000113,1,-0.012988,-0.028666438438438583,False
maker_mid,COQUSD,3,triple_confluence,18,-0.11851038474154552,5,-0.021183845330493334,-0.1694547939223933,False
maker_mid,COQUSD,3,dip_buy_confluence,0,0.0,0,0.0,0.0,False
maker_mid,COQUSD,3,breakout_asymmetric,10,0.004944744827840353,4,0.03213970599954752,0.05409380548950166,True
maker_mid,COQUSD,3,breakout_scalp,67,-0.13337313059617706,28,-0.01959974402283171,-0.17868906089316308,False
maker_mid,COQUSD,5,momentum_breakout,20,-0.08047073514622605,5,0.0027299998777796652,-0.08842830108049982,False
maker_mid,COQUSD,5,momentum_breakout_trail,47,0.06053405464678563,20,-0.05624675437776794,-0.020589298889824113,False
maker_mid,COQUSD,5,macd_trend_long,1,-0.012988,0,0.0,-0.012988,False
maker_mid,COQUSD,5,rsi_momentum_thrust,28,-0.025480092569405532,13,0.01606466634034376,-0.004128330323122625,False
maker_mid,COQUSD,5,rsi_oversold_trend,0,0.0,0,0.0,0.0,False
maker_mid,COQUSD,5,bb_lower_bounce,1,0.016982000000000053,1,0.016982000000000053,0.04245500000000013,False
maker_mid,COQUSD,5,deep_vwap_pullback,14,-0.0034482125865477053,8,0.013434936763597749,0.01612529090107741,False
maker_mid,COQUSD,5,ema_fast_bounce,209,-0.8622188672376743,95,-0.5571306949498819,-1.7432964796899006,False
maker_mid,COQUSD,5,red_streak_reversal,5,0.004989999999999828,1,-0.010990000000000055,-0.010135534554945464,False
maker_mid,COQUSD,5,bb_squeeze_breakout,1,-0.012988,1,-0.012988,-0.03247,False
maker_mid,COQUSD,5,atr_squeeze_expand,10,0.04543723467223382,2,0.02729375227922426,0.09360999130911536,False
maker_mid,COQUSD,5,quiet_then_burst,35,-0.1392938788386845,21,-0.11838823090871153,-0.33152503952488227,False
maker_mid,COQUSD,5,higher_low_structure,63,-0.04754227323589766,27,-0.05769462540561254,-0.13751821545573384,False
maker_mid,COQUSD,5,vwap_reclaim_trend,0,0.0,0,0.0,0.0,False
maker_mid,COQUSD,5,momentum_accel,96,-0.5538067791089405,46,-0.3508864016982357,-1.111741837065637,False
maker_mid,COQUSD,5,volume_spike_trend,81,-0.3550332110285217,39,-0.29248504637998496,-0.8192264052660609,False
maker_mid,COQUSD,5,volume_climax_reversal,1,0.018979999999999997,0,0.0,0.018979999999999997,False
maker_mid,COQUSD,5,triple_confluence,17,-0.18515480223623648,4,-0.0325519415200185,-0.2730079554794815,False
maker_mid,COQUSD,5,dip_buy_confluence,0,0.0,0,0.0,0.0,False
maker_mid,COQUSD,5,breakout_asymmetric,11,-0.07427697588999138,3,0.013643024110008395,-0.07389300452479769,False
maker_mid,COQUSD,5,breakout_scalp,59,-0.09850643444696239,24,-0.0722848034838377,-0.21935156546970858,False
maker_mid,HYPEUSD,1,momentum_breakout,4,0.001909701711809042,0,0.0,0.002480686339781728,False
maker_mid,HYPEUSD,1,momentum_breakout_trail,25,0.015773307208841292,7,0.013041989218729344,0.03757964230427143,True
maker_mid,HYPEUSD,1,macd_trend_long,0,0.0,0,0.0,0.0,False
maker_mid,HYPEUSD,1,rsi_momentum_thrust,213,-0.176112333977405,82,-0.0587280995624917,-0.28314904048826217,False
maker_mid,HYPEUSD,1,rsi_oversold_trend,2,-0.002557173075611874,2,-0.002557173075611874,-0.01690499071870504,False
maker_mid,HYPEUSD,1,bb_lower_bounce,59,-0.14830670989417738,31,-0.07804441541640916,-0.3092926117037196,False
maker_mid,HYPEUSD,1,deep_vwap_pullback,220,-0.3822263761353418,62,-0.12111568101805581,-0.6068214138712119,False
maker_mid,HYPEUSD,1,ema_fast_bounce,209,-0.47909688996755995,91,-0.23897165196558978,-0.8972798869059062,False
maker_mid,HYPEUSD,1,red_streak_reversal,177,-0.3650159448155864,111,-0.24895820926247103,-0.812485440474132,False
maker_mid,HYPEUSD,1,bb_squeeze_breakout,85,-0.18380403590726835,32,-0.08511694494653621,-0.3483169669089807,False
maker_mid,HYPEUSD,1,atr_squeeze_expand,5,0.0024558956680392763,1,-0.003897751994198506,-0.0026996160106045456,False
maker_mid,HYPEUSD,1,quiet_then_burst,18,0.04989125720195897,5,0.03395389487310396,0.11167132988331796,True
maker_mid,HYPEUSD,1,higher_low_structure,504,-0.8703507355811193,211,-0.3018317160726227,-1.3861699425985516,False
maker_mid,HYPEUSD,1,vwap_reclaim_trend,32,-0.05932210790636694,18,-0.03575843213100027,-0.1427310308977718,False
maker_mid,HYPEUSD,1,momentum_accel,176,-0.19894270321422114,53,-0.07747109927523166,-0.33357424747774805,False
maker_mid,HYPEUSD,1,volume_spike_trend,81,-0.06027511133828001,27,-0.0257061767431932,-0.10644253867066614,False
maker_mid,HYPEUSD,1,volume_climax_reversal,78,-0.20093255816741262,37,-0.11936862166805773,-0.42836559724395296,False
maker_mid,HYPEUSD,1,triple_confluence,54,-0.12210040194548011,20,-0.020887676756693008,-0.1803559377783394,False
maker_mid,HYPEUSD,1,dip_buy_confluence,0,0.0,0,0.0,0.0,False
maker_mid,HYPEUSD,1,breakout_asymmetric,0,0.0,0,0.0,0.0,False
maker_mid,HYPEUSD,1,breakout_scalp,187,-0.26990151699647114,57,-0.09346728561409079,-0.44421953165456074,False
maker_mid,HYPEUSD,3,momentum_breakout,7,0.05799330302833905,2,-0.004780624154647861,0.0635025544702779,False
maker_mid,HYPEUSD,3,momentum_breakout_trail,39,-0.1684474496833086,12,-0.06685437172580211,-0.2927571460946638,False
maker_mid,HYPEUSD,3,macd_trend_long,1,-0.012988000000000222,0,0.0,-0.012988000000000222,False
maker_mid,HYPEUSD,3,rsi_momentum_thrust,201,-0.486323229579398,89,-0.2005905208026063,-0.8327731654256505,False
maker_mid,HYPEUSD,3,rsi_oversold_trend,0,0.0,0,0.0,0.0,False
maker_mid,HYPEUSD,3,bb_lower_bounce,55,-0.11056306042613273,26,-0.07213296223358834,-0.2413093749575067,False
maker_mid,HYPEUSD,3,deep_vwap_pullback,106,-0.25287181164765926,33,-0.09322407865874982,-0.42489458305365907,False
maker_mid,HYPEUSD,3,ema_fast_bounce,308,-0.5804645410895901,134,-0.317248677675981,-1.096483509378978,False
maker_mid,HYPEUSD,3,red_streak_reversal,81,-0.1316884423928787,37,-0.09892464455949157,-0.30480411660925744,False
maker_mid,HYPEUSD,3,bb_squeeze_breakout,52,0.004238539167241151,37,-0.016899095488553395,-0.020458198708271993,False
maker_mid,HYPEUSD,3,atr_squeeze_expand,5,0.02751353835013126,1,0.0012965703671645734,0.04950723515841959,False
maker_mid,HYPEUSD,3,quiet_then_burst,45,-0.08289095715644967,14,-0.052630633291151585,-0.1738770355873921,False
maker_mid,HYPEUSD,3,higher_low_structure,289,-0.544170553326192,134,-0.2707752601855239,-0.9915143077153176,False
maker_mid,HYPEUSD,3,vwap_reclaim_trend,19,-0.045908208628501423,10,-0.03630099447139701,-0.11758762855723558,False
maker_mid,HYPEUSD,3,momentum_accel,172,-0.4250087301898793,63,-0.21173876441463124,-0.7738931697715339,False
maker_mid,HYPEUSD,3,volume_spike_trend,133,-0.3358983890614785,44,-0.1412883807358527,-0.5800063012403163,False
maker_mid,HYPEUSD,3,volume_climax_reversal,62,-0.15378921499770215,36,-0.11157970816164309,-0.3537960448077066,False
maker_mid,HYPEUSD,3,triple_confluence,30,0.021870725622035958,12,-0.015012739490021909,0.004942862047643401,False
maker_mid,HYPEUSD,3,dip_buy_confluence,0,0.0,0,0.0,0.0,False
maker_mid,HYPEUSD,3,breakout_asymmetric,1,-0.010990000000000055,0,0.0,-0.010990000000000055,False
maker_mid,HYPEUSD,3,breakout_scalp,168,-0.2989667188320271,65,-0.11967786468738417,-0.5120527324772894,False
maker_mid,HYPEUSD,5,momentum_breakout,9,-0.041877065721952156,4,-0.038598200944665484,-0.11338624083110986,False
