construction,pair,entry_bar,entry_ts,entry_price,exit_bar,exit_ts,exit_price,exit_reason,pnl_pct,mfe_pct,bars_held,signal_score,trend_strength,pullback_depth_pct,distance_from_vwap,compression_ratio,candidate,cost_model
score_filtered_breakout__flat__runner,HYPEUSD,10002,1773035400,31.020989999999994,10002,1773035400,30.90906,TREND_LOST,-0.0046082020593151245,0.0009351732488230275,0,1.3838221848903824,0.0032225077778057975,0.001613423685059605,0.011620545092289996,1.177664974619303,score_filtered_breakout__flat__runner,maker_mid_passive_0.0010
score_filtered_breakout__flat__runner,HYPEUSD,10031,1773045000,30.920889999999996,10039,1773047400,31.11885,TIME_LIMIT,0.005402144310852694,0.008056365777311239,8,6.050814700752645,0.0012140215125062107,0.0009711880867595058,0.008553540235989362,0.8075117370892018,score_filtered_breakout__flat__runner,maker_mid_passive_0.0010
score_filtered_breakout__flat__runner,HYPEUSD,10042,1773048300,31.201169999999998,10050,1773050700,31.28868,TIME_LIMIT,0.0018047025159634,0.0063725174408524096,8,8.382313267107168,0.00445523068769717,-0.0009624639076033873,0.017808417794793596,0.9633507853403273,score_filtered_breakout__flat__runner,maker_mid_passive_0.0010
score_filtered_breakout__flat__runner,HYPEUSD,10510,1773191400,34.52449,10511,1773191700,34.345620000000004,TREND_LOST,-0.006180959950458249,0.0,1,10.399538922197573,0.0039077099960914685,0.0005798782255727204,0.0037447433921729643,1.0684931506849091,score_filtered_breakout__flat__runner,maker_mid_passive_0.0010
score_filtered_breakout__flat__runner,HYPEUSD,10527,1773196500,34.77474,10529,1773197100,34.48548,TREND_LOST,-0.009318106763702583,0.0007263893274254773,2,0.4794844716272224,0.0037540814899062313,0.005453501722158576,0.0047201055365909544,1.1685393258427303,score_filtered_breakout__flat__runner,maker_mid_passive_0.0010
score_filtered_breakout__flat__runner,HYPEUSD,11028,1773350400,37.37734,11036,1773352800,37.42254,TIME_LIMIT,0.0002092888364982966,0.004084292782739608,8,7.406624147935349,0.0010288330330203814,0.0013386880856761515,0.009387696461364017,0.9620253164557159,score_filtered_breakout__flat__runner,maker_mid_passive_0.0010
score_filtered_breakout__flat__runner,HYPEUSD,11079,1773365700,38.208169999999996,11081,1773366300,38.1618,TREND_LOST,-0.0022136147844818536,0.004758929830976073,2,15.57706269458748,0.005497100682156441,0.007571801566579613,0.009520813943944797,1.1923076923076994,score_filtered_breakout__flat__runner,maker_mid_passive_0.0010
score_filtered_breakout__flat__runner,HYPEUSD,11977,1773639300,38.45842,11982,1773640800,38.22174,TREND_LOST,-0.007154178980831761,0.003421357403658463,5,5.0193634466116785,0.004679985065746614,0.0026014568158167096,0.016470058486083912,0.9393939393939428,score_filtered_breakout__flat__runner,maker_mid_passive_0.0010
score_filtered_breakout__flat__runner,HYPEUSD,11996,1773645000,38.7387,12003,1773647100,38.89107,TREND_LOST,0.0029332760262992218,0.015780085547527405,7,8.401543550440657,0.004118580492150925,0.0012913223140495133,0.02159367218352689,1.0614886731391484,score_filtered_breakout__flat__runner,maker_mid_passive_0.0010
score_filtered_breakout__flat__runner,HYPEUSD,12074,1773668400,39.699659999999994,12076,1773669000,39.26336073659999,STOP_LOSS,-0.01199000000000006,8.5643050849414e-06,2,19.36753251406817,0.002800121892002972,0.0022692889561269874,0.024809182874496388,0.9729729729729736,score_filtered_breakout__flat__runner,maker_mid_passive_0.0010
score_filtered_breakout__flat__runner,HYPEUSD,12093,1773674100,38.87884,12101,1773676500,39.04092,TIME_LIMIT,0.003168848659065011,0.010575418402400958,8,37.297070125506046,-0.0036989309647538567,0.010198878123406389,0.004932297651352637,0.775280898876411,score_filtered_breakout__flat__runner,maker_mid_passive_0.0010
score_filtered_breakout__flat__runner,HYPEUSD,12277,1773729300,41.45140999999999,12280,1773730200,41.068889999999996,TREND_LOST,-0.010228154120691973,0.001895954805880249,3,40.64844407180008,0.0064218678682403845,0.0026563631972953256,0.019221534347526714,1.1782178217821833,score_filtered_breakout__flat__runner,maker_mid_passive_0.0010
score_filtered_breakout__flat__runner,HYPEUSD,12335,1773746700,41.41136999999999,12343,1773749100,41.338620000000006,TREND_LOST,-0.0027567639032465,0.008418702399848332,8,19.741198083117006,0.0037572280473484056,0.002175489485134066,0.01615742919009423,1.2638436482084583,score_filtered_breakout__flat__runner,maker_mid_passive_0.0010
score_filtered_breakout__flat__runner,HYPEUSD,14272,1774335600,38.15812,14280,1774338000,38.44152,TIME_LIMIT,0.006426990637903553,0.010269897992878068,8,0.2314182750366054,0.0008920073487331792,0.00026232948583415557,0.011957134742073485,0.7450980392156863,score_filtered_breakout__flat__runner,maker_mid_passive_0.0010
