construction,trades_full,net_full,win_full,avg_full,max_dd,avg_mfe,avg_hold,trades_recent,net_recent,win_recent,avg_recent
tc15_tighter_volume_cap,12,0.09321276176164617,0.5833333333333334,0.007767730146803847,-0.06284881222584135,0.02555632753800321,6.0,5,0.07655792414979784,0.8,0.015311584829959568
baseline_or_tc15,22,0.021738838182374577,0.45454545454545453,0.0009881290082897536,-0.10026053540470606,0.019802082471938983,5.909090909090909,12,0.039894255340647805,0.5,0.003324521278387317
baseline_or_atr30,16,0.017459841115737694,0.5,0.0010912400697336059,-0.07844260534939987,0.02176034595224502,7.0,13,0.03337517441392841,0.46153846153846156,0.002567321108763724
tc15_only,18,0.016635797829624245,0.4444444444444444,0.0009242109905346803,-0.09830718333810326,0.019416556836279453,6.0,9,0.03817782723154122,0.5555555555555556,0.00424198080350458
union_closehi,38,-0.07784944267653472,0.3684210526315789,-0.0020486695441193346,-0.18956750907689726,0.018289176963380567,6.052631578947368,21,0.006814594108592525,0.42857142857142855,0.0003245044813615488
union_volhi,44,-0.07828109895453532,0.36363636363636365,-0.0017791158853303483,-0.19742932045632847,0.017578041492904237,6.204545454545454,22,0.023925576110826664,0.45454545454545453,0.0010875261868557575
core_union_no_mbt30,54,-0.09403594388807991,0.35185185185185186,-0.0017414063682977762,-0.21432212693246797,0.01760868020150404,6.333333333333333,26,0.028581509716158603,0.4230769230769231,0.0010992888352368694
tc15_or_vst60,46,-0.11329842891475123,0.34782608695652173,-0.0024630093242337223,-0.20707426671406418,0.016544780814563682,6.217391304347826,20,0.00022065193418313415,0.45,1.1032596709156708e-05
vst60_only,34,-0.13284294537651897,0.2647058823529412,-0.003907145452250558,-0.1939690217816567,0.014927428645519521,5.9411764705882355,14,-0.0300464777233658,0.35714285714285715,-0.002146176980240414
