pair,status,construction,entry_filter,exit_profile,source_file,bars,full_trades,full_net_pct,full_win_rate,full_avg_trade_pct,full_max_dd_pct,recent30_trades,recent30_net_pct,recent30_win_rate,recent30_avg_trade_pct,recent30_max_dd_pct,recent14_trades,recent14_net_pct,recent14_win_rate,recent14_avg_trade_pct,recent14_max_dd_pct,older60_trades,older60_net_pct,older60_win_rate,older60_avg_trade_pct,older60_max_dd_pct,recent60_trades,recent60_net_pct,recent60_win_rate,recent60_avg_trade_pct,recent60_max_dd_pct
HOUSEUSD,active,trend_gate,gate50_vwap3,runner,data_cache_walkforward/HOUSEUSD_15m_120d_uniform_live.csv,3785,6,0.15221099999999974,0.6666666666666666,0.025368499999999957,-0.021153499999999936,3.0,0.1458884999999999,1.0,0.048629499999999964,0.0,2.0,0.09725899999999987,1.0,0.04862949999999994,0.0,1.0,-0.021153500000000016,0.0,-0.021153500000000016,0.0,5.0,0.17336449999999975,0.8,0.03467289999999995,-0.021153499999999936
FHEUSD,active_experimental,trend_gate,gate50_vwap3,runner,data_cache_walkforward/FHEUSD_15m_120d_uniform_live.csv,9464,11,0.09523354795196158,0.36363636363636365,0.008657595268360144,-0.03448603640615455,4.0,0.013100562046073908,0.25,0.003275140511518477,-0.013620661059884798,1.0,-0.0007547768940413778,0.0,-0.0007547768940413778,0.0,5.0,0.05465698590588778,0.4,0.010931397181177556,-0.021153500000000047,6.0,0.04057656204607381,0.3333333333333333,0.006762760341012301,-0.03448603640615466
KERNELUSD,active,union_closehi,close80_volcap60,runner,data_cache_walkforward/KERNELUSD_15m_120d_uniform_live.csv,3023,4,0.054952000000000015,0.5,0.013738000000000004,-0.041859529437750065,3.0,0.006322500000000043,0.3333333333333333,0.0021075000000000143,-0.021153499999999936,3.0,0.006322500000000043,0.3333333333333333,0.0021075000000000143,-0.021153499999999936,1.0,0.04862949999999997,1.0,0.04862949999999997,0.0,3.0,0.006322500000000043,0.3333333333333333,0.0021075000000000143,-0.021153499999999936
ZECUSD,active_experimental,union_volhi,close80_volcap60,runner,data_cache_walkforward/ZECUSD_15m_120d_uniform_live.csv,11520,4,0.05495199999999978,0.5,0.013737999999999945,-0.021153500000000047,1.0,0.048629499999999964,1.0,0.048629499999999964,0.0,1.0,0.048629499999999964,1.0,0.048629499999999964,0.0,2.0,-0.04230700000000008,0.0,-0.02115350000000004,-0.021153500000000047,2.0,0.09725899999999986,1.0,0.04862949999999993,0.0
BABYUSD,active,tc15_cap_or_mb60,base,fast,data_cache_walkforward/BABYUSD_15m_120d_uniform_live.csv,9930,1,0.023707000000000023,1.0,0.023707000000000023,0.0,1.0,0.023707000000000023,1.0,0.023707000000000023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.023707000000000023,1.0,0.023707000000000023,0.0
GIGAUSD,active_frozen,tc15_tighter_volume_cap,base,base,data_cache_walkforward/GIGAUSD_15m_120d_uniform_live.csv,7770,1,0.005953539078450944,1.0,0.005953539078450944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.005953539078450944,1.0,0.005953539078450944,0.0
